Mental_indicator,Group_name,Subgroup,Time_Period,Percentage,Risk
Symptoms of Anxiety Disorder,By Age,70 - 79 years,2020-09-16,19.2,Mild
Symptoms of Anxiety Disorder,By Age,80 years and above,2020-09-16,15.3,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2020-09-16,49.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2020-09-16,43.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2020-09-16,39.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2020-09-16,35.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2020-09-16,30.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2020-09-16,23.5,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2020-09-16,19.1,Mild
Symptoms of Depressive Disorder,By Age,18 - 29 years,2020-09-30,39.3,Extreme
Symptoms of Depressive Disorder,By Age,30 - 39 years,2020-09-30,28.4,Moderate
Symptoms of Depressive Disorder,By Age,40 - 49 years,2020-09-30,26.4,Moderate
Symptoms of Depressive Disorder,By Age,50 - 59 years,2020-09-30,22.6,Mild
Symptoms of Depressive Disorder,By Age,60 - 69 years,2020-09-30,19.6,Mild
Symptoms of Depressive Disorder,By Age,70 - 79 years,2020-09-30,15.0,Mild
Symptoms of Depressive Disorder,By Age,80 years and above,2020-09-30,10.8,Mild
Symptoms of Anxiety Disorder,By Age,18 - 29 years,2020-09-30,44.7,Extreme
Symptoms of Anxiety Disorder,By Age,30 - 39 years,2020-09-30,38.1,Extreme
Symptoms of Anxiety Disorder,By Age,40 - 49 years,2020-09-30,35.3,Extreme
Symptoms of Anxiety Disorder,By Age,50 - 59 years,2020-09-30,31.1,High
Symptoms of Anxiety Disorder,By Age,60 - 69 years,2020-09-30,24.8,Moderate
Symptoms of Anxiety Disorder,By Age,70 - 79 years,2020-09-30,18.0,Mild
Symptoms of Anxiety Disorder,By Age,80 years and above,2020-09-30,15.0,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2020-09-30,52.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2020-09-30,43.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2020-09-30,39.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2020-09-30,34.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2020-09-30,29.5,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2020-09-30,22.8,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2020-09-30,17.9,Mild
Symptoms of Depressive Disorder,By Age,18 - 29 years,2020-10-14,39.0,Extreme
Symptoms of Depressive Disorder,By Age,30 - 39 years,2020-10-14,30.3,High
Symptoms of Depressive Disorder,By Age,40 - 49 years,2020-10-14,26.3,Moderate
Symptoms of Depressive Disorder,By Age,50 - 59 years,2020-10-14,23.7,Mild
Symptoms of Depressive Disorder,By Age,60 - 69 years,2020-10-14,20.4,Mild
Symptoms of Depressive Disorder,By Age,70 - 79 years,2020-10-14,15.4,Mild
Symptoms of Depressive Disorder,By Age,80 years and above,2020-10-14,13.3,Mild
Symptoms of Anxiety Disorder,By Age,18 - 29 years,2020-10-14,44.0,Extreme
Symptoms of Anxiety Disorder,By Age,30 - 39 years,2020-10-14,40.4,Extreme
Symptoms of Anxiety Disorder,By Age,40 - 49 years,2020-10-14,35.1,High
Symptoms of Anxiety Disorder,By Age,50 - 59 years,2020-10-14,30.4,High
Symptoms of Anxiety Disorder,By Age,60 - 69 years,2020-10-14,26.5,Moderate
Symptoms of Anxiety Disorder,By Age,70 - 79 years,2020-10-14,18.2,Mild
Symptoms of Anxiety Disorder,By Age,80 years and above,2020-10-14,17.2,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2020-10-14,52.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2020-10-14,44.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2020-10-14,39.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2020-10-14,34.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2020-10-14,30.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2020-10-14,23.1,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2020-10-14,19.3,Mild
Symptoms of Depressive Disorder,By Age,18 - 29 years,2020-10-28,43.4,Extreme
Symptoms of Depressive Disorder,By Age,30 - 39 years,2020-10-28,33.5,High
Symptoms of Depressive Disorder,By Age,40 - 49 years,2020-10-28,27.4,Moderate
Symptoms of Depressive Disorder,By Age,50 - 59 years,2020-10-28,25.5,Moderate
Symptoms of Depressive Disorder,By Age,60 - 69 years,2020-10-28,20.5,Mild
Symptoms of Depressive Disorder,By Age,70 - 79 years,2020-10-28,16.4,Mild
Symptoms of Depressive Disorder,By Age,80 years and above,2020-10-28,12.6,Mild
Symptoms of Anxiety Disorder,By Age,18 - 29 years,2020-10-28,51.7,Extreme
Symptoms of Anxiety Disorder,By Age,30 - 39 years,2020-10-28,43.1,Extreme
Symptoms of Anxiety Disorder,By Age,40 - 49 years,2020-10-28,38.9,Extreme
Symptoms of Anxiety Disorder,By Age,50 - 59 years,2020-10-28,34.1,High
Symptoms of Anxiety Disorder,By Age,60 - 69 years,2020-10-28,28.7,Moderate
Symptoms of Anxiety Disorder,By Age,70 - 79 years,2020-10-28,21.3,Mild
Symptoms of Anxiety Disorder,By Age,80 years and above,2020-10-28,15.4,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2020-10-28,58.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2020-10-28,49.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2020-10-28,42.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2020-10-28,38.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2020-10-28,32.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2020-10-28,26.6,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2020-10-28,18.4,Mild
Symptoms of Depressive Disorder,By Age,18 - 29 years,2020-11-11,43.4,Extreme
Symptoms of Depressive Disorder,By Age,30 - 39 years,2020-11-11,32.2,High
Symptoms of Depressive Disorder,By Age,40 - 49 years,2020-11-11,29.9,High
Symptoms of Depressive Disorder,By Age,50 - 59 years,2020-11-11,26.7,Moderate
Symptoms of Depressive Disorder,By Age,60 - 69 years,2020-11-11,21.5,Mild
Symptoms of Depressive Disorder,By Age,70 - 79 years,2020-11-11,17.2,Mild
Symptoms of Depressive Disorder,By Age,80 years and above,2020-11-11,18.2,Mild
Symptoms of Anxiety Disorder,By Age,18 - 29 years,2020-11-11,48.7,Extreme
Symptoms of Anxiety Disorder,By Age,30 - 39 years,2020-11-11,43.3,Extreme
Symptoms of Anxiety Disorder,By Age,40 - 49 years,2020-11-11,41.0,Extreme
Symptoms of Anxiety Disorder,By Age,50 - 59 years,2020-11-11,35.3,Extreme
Symptoms of Anxiety Disorder,By Age,60 - 69 years,2020-11-11,30.2,High
Symptoms of Anxiety Disorder,By Age,70 - 79 years,2020-11-11,24.2,Mild
Symptoms of Anxiety Disorder,By Age,80 years and above,2020-11-11,17.9,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2020-11-11,58.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2020-11-11,48.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2020-11-11,45.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2020-11-11,40.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2020-11-11,34.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2020-11-11,28.6,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2020-11-11,24.1,Mild
Symptoms of Depressive Disorder,By Age,18 - 29 years,2020-11-25,42.1,Extreme
Symptoms of Depressive Disorder,By Age,30 - 39 years,2020-11-25,33.4,High
Symptoms of Depressive Disorder,By Age,40 - 49 years,2020-11-25,30.5,High
Symptoms of Depressive Disorder,By Age,50 - 59 years,2020-11-25,28.0,Moderate
Symptoms of Depressive Disorder,By Age,60 - 69 years,2020-11-25,21.7,Mild
Symptoms of Depressive Disorder,By Age,70 - 79 years,2020-11-25,17.2,Mild
Symptoms of Depressive Disorder,By Age,80 years and above,2020-11-25,14.4,Mild
Symptoms of Anxiety Disorder,By Age,18 - 29 years,2020-11-25,49.0,Extreme
Symptoms of Anxiety Disorder,By Age,30 - 39 years,2020-11-25,42.6,Extreme
Symptoms of Anxiety Disorder,By Age,40 - 49 years,2020-11-25,40.7,Extreme
Symptoms of Anxiety Disorder,By Age,50 - 59 years,2020-11-25,35.1,High
Symptoms of Anxiety Disorder,By Age,60 - 69 years,2020-11-25,27.3,Moderate
Symptoms of Anxiety Disorder,By Age,70 - 79 years,2020-11-25,21.2,Mild
Symptoms of Anxiety Disorder,By Age,80 years and above,2020-11-25,16.1,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2020-11-25,56.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2020-11-25,47.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2020-11-25,45.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2020-11-25,40.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2020-11-25,32.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2020-11-25,26.4,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2020-11-25,19.4,Mild
Symptoms of Depressive Disorder,By Age,18 - 29 years,2020-12-09,43.6,Extreme
Symptoms of Depressive Disorder,By Age,30 - 39 years,2020-12-09,34.9,High
Symptoms of Depressive Disorder,By Age,40 - 49 years,2020-12-09,31.5,High
Symptoms of Depressive Disorder,By Age,50 - 59 years,2020-12-09,28.9,Moderate
Symptoms of Depressive Disorder,By Age,60 - 69 years,2020-12-09,22.5,Mild
Symptoms of Depressive Disorder,By Age,70 - 79 years,2020-12-09,18.4,Mild
Symptoms of Depressive Disorder,By Age,80 years and above,2020-12-09,21.7,Mild
Symptoms of Anxiety Disorder,By Age,18 - 29 years,2020-12-09,48.1,Extreme
Symptoms of Anxiety Disorder,By Age,30 - 39 years,2020-12-09,44.3,Extreme
Symptoms of Anxiety Disorder,By Age,40 - 49 years,2020-12-09,40.0,Extreme
Symptoms of Anxiety Disorder,By Age,50 - 59 years,2020-12-09,36.2,Extreme
Symptoms of Anxiety Disorder,By Age,60 - 69 years,2020-12-09,28.6,Moderate
Symptoms of Anxiety Disorder,By Age,70 - 79 years,2020-12-09,21.5,Mild
Symptoms of Anxiety Disorder,By Age,80 years and above,2020-12-09,22.5,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2020-12-09,56.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2020-12-09,49.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2020-12-09,45.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2020-12-09,41.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2020-12-09,33.6,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2020-12-09,27.1,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2020-12-09,28.3,Moderate
