Mental_indicator,Group_name,Subgroup,Time_Period,Percentage,Risk
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,2020-05-28,33.6,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,2020-05-28,35.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,2020-05-28,30.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,2020-05-28,33.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,2020-05-28,40.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,2020-05-28,34.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,2020-05-28,26.1,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,2020-05-28,31.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,2020-05-28,37.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,2020-05-28,36.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,2020-05-28,32.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,2020-05-28,32.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,2020-05-28,39.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,2020-05-28,36.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,2020-05-28,29.3,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,2020-05-28,30.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,2020-05-28,29.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,2020-05-28,34.5,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,2020-05-28,30.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,2020-05-28,38.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,2020-05-28,33.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,2020-05-28,28.6,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,2020-05-28,26.6,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,2020-05-28,34.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,2020-05-28,31.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,2020-05-28,36.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,2020-05-28,39.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,2020-05-28,34.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,2020-05-28,33.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,2020-05-28,26.0,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,2020-05-28,37.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,2020-05-28,38.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,2020-05-28,39.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,2020-05-28,35.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,2020-05-28,34.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,2020-05-28,35.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,2020-05-28,29.7,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,2020-05-28,33.6,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,2020-05-28,36.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,2020-05-28,34.5,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,2020-05-28,35.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,2020-05-28,31.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,2020-05-28,36.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,2020-05-28,38.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,2020-05-28,26.7,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,2020-05-28,32.9,High
Symptoms of Depressive Disorder,By State,Alabama,2020-06-04,27.7,Moderate
Symptoms of Depressive Disorder,By State,Alaska,2020-06-04,21.5,Mild
Symptoms of Depressive Disorder,By State,Arizona,2020-06-04,26.5,Moderate
Symptoms of Depressive Disorder,By State,Arkansas,2020-06-04,26.5,Moderate
Symptoms of Depressive Disorder,By State,California,2020-06-04,28.6,Moderate
Symptoms of Depressive Disorder,By State,Colorado,2020-06-04,23.9,Mild
Symptoms of Depressive Disorder,By State,Connecticut,2020-06-04,20.7,Mild
Symptoms of Depressive Disorder,By State,Delaware,2020-06-04,25.3,Moderate
Symptoms of Depressive Disorder,By State,District of Columbia,2020-06-04,25.9,Moderate
Symptoms of Depressive Disorder,By State,Florida,2020-06-04,30.2,High
Symptoms of Depressive Disorder,By State,Georgia,2020-06-04,25.6,Moderate
Symptoms of Depressive Disorder,By State,Hawaii,2020-06-04,19.5,Mild
Symptoms of Depressive Disorder,By State,Idaho,2020-06-04,19.2,Mild
Symptoms of Depressive Disorder,By State,Illinois,2020-06-04,27.9,Moderate
Symptoms of Depressive Disorder,By State,Indiana,2020-06-04,22.2,Mild
Symptoms of Depressive Disorder,By State,Iowa,2020-06-04,25.7,Moderate
Symptoms of Depressive Disorder,By State,Kansas,2020-06-04,28.6,Moderate
Symptoms of Depressive Disorder,By State,Kentucky,2020-06-04,25.5,Moderate
Symptoms of Depressive Disorder,By State,Louisiana,2020-06-04,28.4,Moderate
Symptoms of Depressive Disorder,By State,Maine,2020-06-04,20.6,Mild
Symptoms of Depressive Disorder,By State,Maryland,2020-06-04,18.4,Mild
Symptoms of Depressive Disorder,By State,Massachusetts,2020-06-04,21.8,Mild
Symptoms of Depressive Disorder,By State,Michigan,2020-06-04,19.1,Mild
Symptoms of Depressive Disorder,By State,Minnesota,2020-06-04,19.7,Mild
Symptoms of Depressive Disorder,By State,Mississippi,2020-06-04,29.6,Moderate
Symptoms of Depressive Disorder,By State,Missouri,2020-06-04,23.1,Mild
Symptoms of Depressive Disorder,By State,Montana,2020-06-04,17.5,Mild
Symptoms of Depressive Disorder,By State,Nebraska,2020-06-04,21.7,Mild
Symptoms of Depressive Disorder,By State,Nevada,2020-06-04,27.6,Moderate
Symptoms of Depressive Disorder,By State,New Hampshire,2020-06-04,26.2,Moderate
Symptoms of Depressive Disorder,By State,New Jersey,2020-06-04,21.8,Mild
Symptoms of Depressive Disorder,By State,New Mexico,2020-06-04,23.7,Mild
Symptoms of Depressive Disorder,By State,New York,2020-06-04,28.5,Moderate
Symptoms of Depressive Disorder,By State,North Carolina,2020-06-04,21.6,Mild
Symptoms of Depressive Disorder,By State,North Dakota,2020-06-04,14.7,Mild
Symptoms of Depressive Disorder,By State,Ohio,2020-06-04,26.4,Moderate
Symptoms of Depressive Disorder,By State,Oklahoma,2020-06-04,24.7,Mild
Symptoms of Depressive Disorder,By State,Oregon,2020-06-04,27.1,Moderate
Symptoms of Depressive Disorder,By State,Pennsylvania,2020-06-04,24.7,Mild
Symptoms of Depressive Disorder,By State,Rhode Island,2020-06-04,19.0,Mild
Symptoms of Depressive Disorder,By State,South Carolina,2020-06-04,25.0,Moderate
Symptoms of Depressive Disorder,By State,South Dakota,2020-06-04,21.2,Mild
Symptoms of Depressive Disorder,By State,Tennessee,2020-06-04,27.2,Moderate
Symptoms of Depressive Disorder,By State,Texas,2020-06-04,30.3,High
Symptoms of Depressive Disorder,By State,Utah,2020-06-04,25.3,Moderate
Symptoms of Depressive Disorder,By State,Vermont,2020-06-04,25.1,Moderate
Symptoms of Depressive Disorder,By State,Virginia,2020-06-04,27.5,Moderate
Symptoms of Depressive Disorder,By State,Washington,2020-06-04,21.4,Mild
Symptoms of Depressive Disorder,By State,West Virginia,2020-06-04,27.9,Moderate
Symptoms of Depressive Disorder,By State,Wisconsin,2020-06-04,19.5,Mild
Symptoms of Depressive Disorder,By State,Wyoming,2020-06-04,20.9,Mild
Symptoms of Anxiety Disorder,By State,Alabama,2020-06-04,33.7,High
Symptoms of Anxiety Disorder,By State,Alaska,2020-06-04,26.2,Moderate
Symptoms of Anxiety Disorder,By State,Arizona,2020-06-04,30.8,High
Symptoms of Anxiety Disorder,By State,Arkansas,2020-06-04,31.6,High
Symptoms of Anxiety Disorder,By State,California,2020-06-04,33.7,High
Symptoms of Anxiety Disorder,By State,Colorado,2020-06-04,30.9,High
Symptoms of Anxiety Disorder,By State,Connecticut,2020-06-04,27.7,Moderate
Symptoms of Anxiety Disorder,By State,Delaware,2020-06-04,28.5,Moderate
Symptoms of Anxiety Disorder,By State,District of Columbia,2020-06-04,33.0,High
Symptoms of Anxiety Disorder,By State,Florida,2020-06-04,34.8,High
Symptoms of Anxiety Disorder,By State,Georgia,2020-06-04,32.7,High
Symptoms of Anxiety Disorder,By State,Hawaii,2020-06-04,20.7,Mild
Symptoms of Anxiety Disorder,By State,Idaho,2020-06-04,28.6,Moderate
Symptoms of Anxiety Disorder,By State,Illinois,2020-06-04,34.2,High
Symptoms of Anxiety Disorder,By State,Indiana,2020-06-04,28.7,Moderate
Symptoms of Anxiety Disorder,By State,Iowa,2020-06-04,31.9,High
Symptoms of Anxiety Disorder,By State,Kansas,2020-06-04,29.9,High
Symptoms of Anxiety Disorder,By State,Kentucky,2020-06-04,33.0,High
Symptoms of Anxiety Disorder,By State,Louisiana,2020-06-04,32.5,High
Symptoms of Anxiety Disorder,By State,Maine,2020-06-04,31.5,High
Symptoms of Anxiety Disorder,By State,Maryland,2020-06-04,22.8,Mild
Symptoms of Anxiety Disorder,By State,Massachusetts,2020-06-04,26.1,Moderate
Symptoms of Anxiety Disorder,By State,Michigan,2020-06-04,24.6,Mild
Symptoms of Anxiety Disorder,By State,Minnesota,2020-06-04,27.5,Moderate
Symptoms of Anxiety Disorder,By State,Mississippi,2020-06-04,31.9,High
Symptoms of Anxiety Disorder,By State,Missouri,2020-06-04,23.2,Mild
Symptoms of Anxiety Disorder,By State,Montana,2020-06-04,26.4,Moderate
Symptoms of Anxiety Disorder,By State,Nebraska,2020-06-04,23.5,Mild
Symptoms of Anxiety Disorder,By State,Nevada,2020-06-04,33.3,High
Symptoms of Anxiety Disorder,By State,New Hampshire,2020-06-04,31.7,High
Symptoms of Anxiety Disorder,By State,New Jersey,2020-06-04,30.7,High
Symptoms of Anxiety Disorder,By State,New Mexico,2020-06-04,28.6,Moderate
Symptoms of Anxiety Disorder,By State,New York,2020-06-04,36.3,Extreme
Symptoms of Anxiety Disorder,By State,North Carolina,2020-06-04,33.3,High
Symptoms of Anxiety Disorder,By State,North Dakota,2020-06-04,20.2,Mild
Symptoms of Anxiety Disorder,By State,Ohio,2020-06-04,30.6,High
Symptoms of Anxiety Disorder,By State,Oklahoma,2020-06-04,28.9,Moderate
Symptoms of Anxiety Disorder,By State,Oregon,2020-06-04,35.0,High
Symptoms of Anxiety Disorder,By State,Pennsylvania,2020-06-04,29.2,Moderate
Symptoms of Anxiety Disorder,By State,Rhode Island,2020-06-04,26.6,Moderate
Symptoms of Anxiety Disorder,By State,South Carolina,2020-06-04,23.7,Mild
Symptoms of Anxiety Disorder,By State,South Dakota,2020-06-04,25.6,Moderate
Symptoms of Anxiety Disorder,By State,Tennessee,2020-06-04,30.6,High
Symptoms of Anxiety Disorder,By State,Texas,2020-06-04,33.0,High
Symptoms of Anxiety Disorder,By State,Utah,2020-06-04,28.0,Moderate
Symptoms of Anxiety Disorder,By State,Vermont,2020-06-04,29.8,High
Symptoms of Anxiety Disorder,By State,Virginia,2020-06-04,29.5,Moderate
Symptoms of Anxiety Disorder,By State,Washington,2020-06-04,29.4,Moderate
Symptoms of Anxiety Disorder,By State,West Virginia,2020-06-04,35.8,Extreme
Symptoms of Anxiety Disorder,By State,Wisconsin,2020-06-04,25.3,Moderate
Symptoms of Anxiety Disorder,By State,Wyoming,2020-06-04,21.3,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,2020-06-04,36.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,2020-06-04,35.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,2020-06-04,36.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,2020-06-04,38.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,2020-06-04,39.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,2020-06-04,34.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,2020-06-04,32.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,2020-06-04,33.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,2020-06-04,39.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,2020-06-04,40.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,2020-06-04,35.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,2020-06-04,27.5,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,2020-06-04,32.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,2020-06-04,39.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,2020-06-04,32.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,2020-06-04,34.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,2020-06-04,36.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,2020-06-04,37.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,2020-06-04,36.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,2020-06-04,35.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,2020-06-04,26.9,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,2020-06-04,31.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,2020-06-04,28.1,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,2020-06-04,31.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,2020-06-04,38.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,2020-06-04,29.5,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,2020-06-04,30.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,2020-06-04,31.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,2020-06-04,38.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,2020-06-04,35.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,2020-06-04,33.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,2020-06-04,34.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,2020-06-04,38.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,2020-06-04,36.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,2020-06-04,23.0,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,2020-06-04,36.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,2020-06-04,33.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,2020-06-04,40.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,2020-06-04,33.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,2020-06-04,29.2,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,2020-06-04,31.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,2020-06-04,29.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,2020-06-04,38.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,2020-06-04,39.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,2020-06-04,34.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,2020-06-04,33.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,2020-06-04,36.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,2020-06-04,31.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,2020-06-04,38.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,2020-06-04,28.3,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,2020-06-04,29.4,Moderate
Symptoms of Depressive Disorder,By State,Alabama,2020-06-11,26.7,Moderate
Symptoms of Depressive Disorder,By State,Alaska,2020-06-11,23.5,Mild
Symptoms of Depressive Disorder,By State,Arizona,2020-06-11,25.0,Moderate
Symptoms of Depressive Disorder,By State,Arkansas,2020-06-11,29.6,Moderate
Symptoms of Depressive Disorder,By State,California,2020-06-11,27.2,Moderate
Symptoms of Depressive Disorder,By State,Colorado,2020-06-11,22.1,Mild
Symptoms of Depressive Disorder,By State,Connecticut,2020-06-11,25.5,Moderate
Symptoms of Depressive Disorder,By State,Delaware,2020-06-11,24.4,Mild
Symptoms of Depressive Disorder,By State,District of Columbia,2020-06-11,16.3,Mild
Symptoms of Depressive Disorder,By State,Florida,2020-06-11,28.1,Moderate
Symptoms of Depressive Disorder,By State,Georgia,2020-06-11,25.7,Moderate
Symptoms of Depressive Disorder,By State,Hawaii,2020-06-11,26.8,Moderate
Symptoms of Depressive Disorder,By State,Idaho,2020-06-11,14.3,Mild
Symptoms of Depressive Disorder,By State,Illinois,2020-06-11,24.8,Moderate
Symptoms of Depressive Disorder,By State,Indiana,2020-06-11,26.6,Moderate
Symptoms of Depressive Disorder,By State,Iowa,2020-06-11,22.4,Mild
Symptoms of Depressive Disorder,By State,Kansas,2020-06-11,24.6,Mild
Symptoms of Depressive Disorder,By State,Kentucky,2020-06-11,22.6,Mild
Symptoms of Depressive Disorder,By State,Louisiana,2020-06-11,34.5,High
Symptoms of Depressive Disorder,By State,Maine,2020-06-11,23.7,Mild
Symptoms of Depressive Disorder,By State,Maryland,2020-06-11,27.9,Moderate
Symptoms of Depressive Disorder,By State,Massachusetts,2020-06-11,17.0,Mild
Symptoms of Depressive Disorder,By State,Michigan,2020-06-11,21.4,Mild
Symptoms of Depressive Disorder,By State,Minnesota,2020-06-11,19.9,Mild
Symptoms of Depressive Disorder,By State,Mississippi,2020-06-11,24.8,Moderate
Symptoms of Depressive Disorder,By State,Missouri,2020-06-11,26.1,Moderate
Symptoms of Depressive Disorder,By State,Montana,2020-06-11,21.8,Mild
Symptoms of Depressive Disorder,By State,Nebraska,2020-06-11,20.3,Mild
Symptoms of Depressive Disorder,By State,Nevada,2020-06-11,30.4,High
Symptoms of Depressive Disorder,By State,New Hampshire,2020-06-11,21.7,Mild
Symptoms of Depressive Disorder,By State,New Jersey,2020-06-11,26.9,Moderate
Symptoms of Depressive Disorder,By State,New Mexico,2020-06-11,18.8,Mild
Symptoms of Depressive Disorder,By State,New York,2020-06-11,23.4,Mild
Symptoms of Depressive Disorder,By State,North Carolina,2020-06-11,23.9,Mild
Symptoms of Depressive Disorder,By State,North Dakota,2020-06-11,23.4,Mild
Symptoms of Depressive Disorder,By State,Ohio,2020-06-11,26.8,Moderate
Symptoms of Depressive Disorder,By State,Oklahoma,2020-06-11,22.5,Mild
Symptoms of Depressive Disorder,By State,Oregon,2020-06-11,31.1,High
Symptoms of Depressive Disorder,By State,Pennsylvania,2020-06-11,25.5,Moderate
Symptoms of Depressive Disorder,By State,Rhode Island,2020-06-11,24.1,Mild
Symptoms of Depressive Disorder,By State,South Carolina,2020-06-11,28.1,Moderate
Symptoms of Depressive Disorder,By State,South Dakota,2020-06-11,19.2,Mild
Symptoms of Depressive Disorder,By State,Tennessee,2020-06-11,21.5,Mild
Symptoms of Depressive Disorder,By State,Texas,2020-06-11,27.6,Moderate
Symptoms of Depressive Disorder,By State,Utah,2020-06-11,18.5,Mild
Symptoms of Depressive Disorder,By State,Vermont,2020-06-11,26.2,Moderate
Symptoms of Depressive Disorder,By State,Virginia,2020-06-11,23.3,Mild
Symptoms of Depressive Disorder,By State,Washington,2020-06-11,22.5,Mild
Symptoms of Depressive Disorder,By State,West Virginia,2020-06-11,23.5,Mild
Symptoms of Depressive Disorder,By State,Wisconsin,2020-06-11,17.5,Mild
Symptoms of Depressive Disorder,By State,Wyoming,2020-06-11,18.9,Mild
Symptoms of Anxiety Disorder,By State,Alabama,2020-06-11,33.9,High
Symptoms of Anxiety Disorder,By State,Alaska,2020-06-11,33.3,High
Symptoms of Anxiety Disorder,By State,Arizona,2020-06-11,25.6,Moderate
Symptoms of Anxiety Disorder,By State,Arkansas,2020-06-11,33.7,High
Symptoms of Anxiety Disorder,By State,California,2020-06-11,33.7,High
Symptoms of Anxiety Disorder,By State,Colorado,2020-06-11,29.8,High
Symptoms of Anxiety Disorder,By State,Connecticut,2020-06-11,35.1,High
Symptoms of Anxiety Disorder,By State,Delaware,2020-06-11,30.2,High
Symptoms of Anxiety Disorder,By State,District of Columbia,2020-06-11,25.9,Moderate
Symptoms of Anxiety Disorder,By State,Florida,2020-06-11,37.4,Extreme
Symptoms of Anxiety Disorder,By State,Georgia,2020-06-11,33.3,High
Symptoms of Anxiety Disorder,By State,Hawaii,2020-06-11,31.7,High
Symptoms of Anxiety Disorder,By State,Idaho,2020-06-11,26.0,Moderate
Symptoms of Anxiety Disorder,By State,Illinois,2020-06-11,31.0,High
Symptoms of Anxiety Disorder,By State,Indiana,2020-06-11,33.8,High
Symptoms of Anxiety Disorder,By State,Iowa,2020-06-11,26.1,Moderate
Symptoms of Anxiety Disorder,By State,Kansas,2020-06-11,30.5,High
Symptoms of Anxiety Disorder,By State,Kentucky,2020-06-11,26.6,Moderate
Symptoms of Anxiety Disorder,By State,Louisiana,2020-06-11,38.4,Extreme
Symptoms of Anxiety Disorder,By State,Maine,2020-06-11,32.2,High
Symptoms of Anxiety Disorder,By State,Maryland,2020-06-11,34.6,High
Symptoms of Anxiety Disorder,By State,Massachusetts,2020-06-11,27.3,Moderate
Symptoms of Anxiety Disorder,By State,Michigan,2020-06-11,30.2,High
Symptoms of Anxiety Disorder,By State,Minnesota,2020-06-11,28.0,Moderate
Symptoms of Anxiety Disorder,By State,Mississippi,2020-06-11,31.6,High
Symptoms of Anxiety Disorder,By State,Missouri,2020-06-11,33.3,High
Symptoms of Anxiety Disorder,By State,Montana,2020-06-11,30.6,High
Symptoms of Anxiety Disorder,By State,Nebraska,2020-06-11,24.1,Mild
Symptoms of Anxiety Disorder,By State,Nevada,2020-06-11,33.5,High
Symptoms of Anxiety Disorder,By State,New Hampshire,2020-06-11,28.1,Moderate
Symptoms of Anxiety Disorder,By State,New Jersey,2020-06-11,33.5,High
Symptoms of Anxiety Disorder,By State,New Mexico,2020-06-11,22.7,Mild
Symptoms of Anxiety Disorder,By State,New York,2020-06-11,28.7,Moderate
Symptoms of Anxiety Disorder,By State,North Carolina,2020-06-11,30.0,High
Symptoms of Anxiety Disorder,By State,North Dakota,2020-06-11,30.3,High
Symptoms of Anxiety Disorder,By State,Ohio,2020-06-11,31.5,High
Symptoms of Anxiety Disorder,By State,Oklahoma,2020-06-11,30.9,High
Symptoms of Anxiety Disorder,By State,Oregon,2020-06-11,39.8,Extreme
Symptoms of Anxiety Disorder,By State,Pennsylvania,2020-06-11,28.4,Moderate
Symptoms of Anxiety Disorder,By State,Rhode Island,2020-06-11,25.5,Moderate
Symptoms of Anxiety Disorder,By State,South Carolina,2020-06-11,30.6,High
Symptoms of Anxiety Disorder,By State,South Dakota,2020-06-11,24.5,Mild
Symptoms of Anxiety Disorder,By State,Tennessee,2020-06-11,28.7,Moderate
Symptoms of Anxiety Disorder,By State,Texas,2020-06-11,35.5,Extreme
Symptoms of Anxiety Disorder,By State,Utah,2020-06-11,32.0,High
Symptoms of Anxiety Disorder,By State,Vermont,2020-06-11,33.0,High
Symptoms of Anxiety Disorder,By State,Virginia,2020-06-11,30.1,High
Symptoms of Anxiety Disorder,By State,Washington,2020-06-11,29.3,Moderate
Symptoms of Anxiety Disorder,By State,West Virginia,2020-06-11,26.7,Moderate
Symptoms of Anxiety Disorder,By State,Wisconsin,2020-06-11,23.5,Mild
Symptoms of Anxiety Disorder,By State,Wyoming,2020-06-11,24.2,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,2020-06-11,38.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,2020-06-11,36.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,2020-06-11,33.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,2020-06-11,39.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,2020-06-11,37.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,2020-06-11,33.5,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,2020-06-11,38.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,2020-06-11,34.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,2020-06-11,28.9,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,2020-06-11,41.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,2020-06-11,37.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,2020-06-11,35.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,2020-06-11,27.8,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,2020-06-11,34.6,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,2020-06-11,39.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,2020-06-11,31.6,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,2020-06-11,37.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,2020-06-11,31.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,2020-06-11,43.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,2020-06-11,37.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,2020-06-11,38.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,2020-06-11,29.2,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,2020-06-11,32.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,2020-06-11,30.5,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,2020-06-11,37.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,2020-06-11,36.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,2020-06-11,34.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,2020-06-11,29.7,Moderate
