Group,Subgroup,Time_Period,Value,Risk
By State,Vermont,2021-04-28,28.0,Mild
By State,Virginia,2021-04-28,27.3,Mild
By State,Washington,2021-04-28,32.6,Moderate
By State,West Virginia,2021-04-28,31.0,Moderate
By State,Wisconsin,2021-04-28,26.4,Mild
By State,Wyoming,2021-04-28,27.2,Mild
By Age,18 - 29 years,2021-05-12,45.9,Extreme
By Age,30 - 39 years,2021-05-12,37.4,High
By Age,40 - 49 years,2021-05-12,32.3,Moderate
By Age,50 - 59 years,2021-05-12,28.0,Mild
By Age,60 - 69 years,2021-05-12,21.9,Mild
By Age,70 - 79 years,2021-05-12,16.2,Mild
By Age,80 years and above,2021-05-12,14.0,Mild
By Sex,Male,2021-05-12,26.6,Mild
By Sex,Female,2021-05-12,33.4,Moderate
By Race/Hispanic ethnicity,Hispanic or Latino,2021-05-12,36.1,High
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-05-12,28.0,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-05-12,33.7,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-05-12,24.8,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-05-12,40.2,Extreme
By Education,Less than a high school diploma,2021-05-12,36.8,High
By Education,High school diploma or GED,2021-05-12,31.7,Moderate
By Education,Some college/Associate's degree,2021-05-12,33.8,Moderate
By Education,Bachelor's degree or higher,2021-05-12,23.9,Mild
By State,Alabama,2021-05-12,28.0,Mild
By State,Alaska,2021-05-12,29.3,Mild
By State,Arizona,2021-05-12,27.9,Mild
By State,Arkansas,2021-05-12,33.7,Moderate
By State,California,2021-05-12,32.3,Moderate
By State,Colorado,2021-05-12,33.1,Moderate
By State,Connecticut,2021-05-12,32.4,Moderate
By State,Delaware,2021-05-12,26.1,Mild
By State,District of Columbia,2021-05-12,30.8,Moderate
By State,Florida,2021-05-12,28.9,Mild
By State,Georgia,2021-05-12,30.9,Moderate
By State,Hawaii,2021-05-12,25.5,Mild
By State,Idaho,2021-05-12,28.9,Mild
By State,Illinois,2021-05-12,29.1,Mild
By State,Indiana,2021-05-12,27.9,Mild
By State,Iowa,2021-05-12,26.2,Mild
By State,Kansas,2021-05-12,25.1,Mild
By State,Kentucky,2021-05-12,31.4,Moderate
By State,Louisiana,2021-05-12,33.3,Moderate
By State,Maine,2021-05-12,26.2,Mild
By State,Maryland,2021-05-12,27.7,Mild
By State,Massachusetts,2021-05-12,28.0,Mild
By State,Michigan,2021-05-12,28.8,Mild
By State,Minnesota,2021-05-12,24.7,Mild
By State,Mississippi,2021-05-12,32.3,Moderate
By State,Missouri,2021-05-12,26.7,Mild
By State,Montana,2021-05-12,27.1,Mild
By State,Nebraska,2021-05-12,25.3,Mild
By State,Nevada,2021-05-12,28.4,Mild
By State,New Hampshire,2021-05-12,27.5,Mild
By State,New Jersey,2021-05-12,26.3,Mild
By State,New Mexico,2021-05-12,29.1,Mild
By State,New York,2021-05-12,32.4,Moderate
By State,North Carolina,2021-05-12,28.1,Mild
By State,North Dakota,2021-05-12,23.2,Mild
By State,Ohio,2021-05-12,28.5,Mild
By State,Oklahoma,2021-05-12,33.0,Moderate
By State,Oregon,2021-05-12,32.6,Moderate
By State,Pennsylvania,2021-05-12,30.2,Moderate
By State,Rhode Island,2021-05-12,26.4,Mild
By State,South Carolina,2021-05-12,30.1,Moderate
By State,South Dakota,2021-05-12,24.3,Mild
By State,Tennessee,2021-05-12,33.5,Moderate
By State,Texas,2021-05-12,32.4,Moderate
By State,Utah,2021-05-12,27.7,Mild
By State,Vermont,2021-05-12,28.0,Mild
By State,Virginia,2021-05-12,32.3,Moderate
By State,Washington,2021-05-12,31.3,Moderate
By State,West Virginia,2021-05-12,31.6,Moderate
By State,Wisconsin,2021-05-12,29.9,Mild
By State,Wyoming,2021-05-12,32.3,Moderate
By Age,18 - 29 years,2021-05-26,43.9,Extreme
By Age,30 - 39 years,2021-05-26,36.1,High
By Age,40 - 49 years,2021-05-26,32.9,Moderate
By Age,50 - 59 years,2021-05-26,27.8,Mild
By Age,60 - 69 years,2021-05-26,21.5,Mild
By Age,70 - 79 years,2021-05-26,16.3,Mild
By Age,80 years and above,2021-05-26,13.4,Mild
By Sex,Male,2021-05-26,26.6,Mild
By Sex,Female,2021-05-26,32.4,Moderate
By Race/Hispanic ethnicity,Hispanic or Latino,2021-05-26,35.7,High
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-05-26,27.7,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-05-26,32.6,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-05-26,20.2,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-05-26,41.0,Extreme
By Education,Less than a high school diploma,2021-05-26,37.8,High
By Education,High school diploma or GED,2021-05-26,31.7,Moderate
By Education,Some college/Associate's degree,2021-05-26,32.9,Moderate
By Education,Bachelor's degree or higher,2021-05-26,23.2,Mild
By State,Alabama,2021-05-26,31.8,Moderate
By State,Alaska,2021-05-26,26.9,Mild
By State,Arizona,2021-05-26,31.8,Moderate
By State,Arkansas,2021-05-26,32.9,Moderate
By State,California,2021-05-26,30.7,Moderate
By State,Colorado,2021-05-26,30.3,Moderate
By State,Connecticut,2021-05-26,23.6,Mild
By State,Delaware,2021-05-26,27.4,Mild
By State,District of Columbia,2021-05-26,26.8,Mild
By State,Florida,2021-05-26,28.0,Mild
By State,Georgia,2021-05-26,32.2,Moderate
By State,Hawaii,2021-05-26,29.3,Mild
By State,Idaho,2021-05-26,23.9,Mild
By State,Illinois,2021-05-26,28.2,Mild
By State,Indiana,2021-05-26,29.3,Mild
By State,Iowa,2021-05-26,27.8,Mild
By State,Kansas,2021-05-26,25.4,Mild
By State,Kentucky,2021-05-26,28.4,Mild
By State,Louisiana,2021-05-26,34.2,Moderate
By State,Maine,2021-05-26,28.0,Mild
By State,Maryland,2021-05-26,26.6,Mild
By State,Massachusetts,2021-05-26,27.2,Mild
By State,Michigan,2021-05-26,23.1,Mild
By State,Minnesota,2021-05-26,26.6,Mild
By State,Mississippi,2021-05-26,32.3,Moderate
By State,Missouri,2021-05-26,33.6,Moderate
By State,Montana,2021-05-26,22.1,Mild
By State,Nebraska,2021-05-26,22.6,Mild
By State,Nevada,2021-05-26,36.5,High
By State,New Hampshire,2021-05-26,33.4,Moderate
By State,New Jersey,2021-05-26,30.2,Moderate
By State,New Mexico,2021-05-26,32.8,Moderate
By State,New York,2021-05-26,27.7,Mild
By State,North Carolina,2021-05-26,31.8,Moderate
By State,North Dakota,2021-05-26,27.0,Mild
By State,Ohio,2021-05-26,30.4,Moderate
By State,Oklahoma,2021-05-26,31.2,Moderate
By State,Oregon,2021-05-26,32.8,Moderate
By State,Pennsylvania,2021-05-26,29.8,Mild
By State,Rhode Island,2021-05-26,27.0,Mild
By State,South Carolina,2021-05-26,30.8,Moderate
By State,South Dakota,2021-05-26,25.5,Mild
By State,Tennessee,2021-05-26,29.2,Mild
By State,Texas,2021-05-26,32.2,Moderate
By State,Utah,2021-05-26,29.0,Mild
By State,Vermont,2021-05-26,25.9,Mild
By State,Virginia,2021-05-26,29.9,Mild
By State,Washington,2021-05-26,32.4,Moderate
By State,West Virginia,2021-05-26,31.8,Moderate
By State,Wisconsin,2021-05-26,22.3,Mild
By State,Wyoming,2021-05-26,24.2,Mild
By Age,18 - 29 years,2021-06-09,45.5,Extreme
By Age,30 - 39 years,2021-06-09,37.1,High
By Age,40 - 49 years,2021-06-09,33.4,Moderate
By Age,50 - 59 years,2021-06-09,28.8,Mild
By Age,60 - 69 years,2021-06-09,22.7,Mild
By Age,70 - 79 years,2021-06-09,16.3,Mild
By Age,80 years and above,2021-06-09,9.7,Mild
By Sex,Male,2021-06-09,27.6,Mild
By Sex,Female,2021-06-09,33.0,Moderate
By Race/Hispanic ethnicity,Hispanic or Latino,2021-06-09,35.8,High
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-06-09,28.3,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-06-09,34.3,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-06-09,22.8,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-06-09,45.4,Extreme
By Education,Less than a high school diploma,2021-06-09,35.4,High
By Education,High school diploma or GED,2021-06-09,33.6,Moderate
By Education,Some college/Associate's degree,2021-06-09,34.2,Moderate
By Education,Bachelor's degree or higher,2021-06-09,23.1,Mild
By State,Alabama,2021-06-09,29.5,Mild
By State,Alaska,2021-06-09,31.8,Moderate
By State,Arizona,2021-06-09,32.0,Moderate
By State,Arkansas,2021-06-09,34.5,Moderate
By State,California,2021-06-09,31.5,Moderate
By State,Colorado,2021-06-09,28.3,Mild
By State,Connecticut,2021-06-09,30.6,Moderate
By State,Delaware,2021-06-09,31.4,Moderate
By State,District of Columbia,2021-06-09,25.0,Mild
By State,Florida,2021-06-09,34.0,Moderate
By State,Georgia,2021-06-09,33.6,Moderate
By State,Hawaii,2021-06-09,24.9,Mild
By State,Idaho,2021-06-09,29.5,Mild
By State,Illinois,2021-06-09,29.4,Mild
By State,Indiana,2021-06-09,30.2,Moderate
By State,Iowa,2021-06-09,32.4,Moderate
By State,Kansas,2021-06-09,25.9,Mild
By State,Kentucky,2021-06-09,33.2,Moderate
By State,Louisiana,2021-06-09,36.3,High
By State,Maine,2021-06-09,28.6,Mild
By State,Maryland,2021-06-09,31.1,Moderate
By State,Massachusetts,2021-06-09,27.1,Mild
By State,Michigan,2021-06-09,27.2,Mild
By State,Minnesota,2021-06-09,25.9,Mild
By State,Mississippi,2021-06-09,39.2,High
By State,Missouri,2021-06-09,31.9,Moderate
By State,Montana,2021-06-09,26.7,Mild
By State,Nebraska,2021-06-09,25.4,Mild
By State,Nevada,2021-06-09,33.9,Moderate
By State,New Hampshire,2021-06-09,21.0,Mild
By State,New Jersey,2021-06-09,31.0,Moderate
By State,New Mexico,2021-06-09,35.7,High
By State,New York,2021-06-09,30.5,Moderate
By State,North Carolina,2021-06-09,25.7,Mild
By State,North Dakota,2021-06-09,26.5,Mild
By State,Ohio,2021-06-09,28.4,Mild
By State,Oklahoma,2021-06-09,38.6,High
By State,Oregon,2021-06-09,29.0,Mild
By State,Pennsylvania,2021-06-09,28.0,Mild
By State,Rhode Island,2021-06-09,31.3,Moderate
By State,South Carolina,2021-06-09,30.0,Mild
By State,South Dakota,2021-06-09,23.5,Mild
By State,Tennessee,2021-06-09,31.3,Moderate
By State,Texas,2021-06-09,31.7,Moderate
By State,Utah,2021-06-09,29.8,Mild
By State,Vermont,2021-06-09,23.0,Mild
By State,Virginia,2021-06-09,28.3,Mild
By State,Washington,2021-06-09,29.0,Mild
By State,West Virginia,2021-06-09,37.2,High
By State,Wisconsin,2021-06-09,22.4,Mild
By State,Wyoming,2021-06-09,26.1,Mild
By Age,18 - 29 years,2021-06-23,46.6,Extreme
By Age,30 - 39 years,2021-06-23,34.8,Moderate
By Age,40 - 49 years,2021-06-23,31.8,Moderate
By Age,50 - 59 years,2021-06-23,27.1,Mild
By Age,60 - 69 years,2021-06-23,20.4,Mild
By Age,70 - 79 years,2021-06-23,14.9,Mild
By Age,80 years and above,2021-06-23,14.8,Mild
By Sex,Male,2021-06-23,24.4,Mild
By Sex,Female,2021-06-23,33.1,Moderate
By Race/Hispanic ethnicity,Hispanic or Latino,2021-06-23,35.4,High
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-06-23,26.4,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-06-23,33.5,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-06-23,23.2,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-06-23,42.3,Extreme
By Education,Less than a high school diploma,2021-06-23,41.8,Extreme
By Education,High school diploma or GED,2021-06-23,29.3,Mild
By Education,Some college/Associate's degree,2021-06-23,33.7,Moderate
By Education,Bachelor's degree or higher,2021-06-23,21.8,Mild
By State,Alabama,2021-06-23,35.9,High
By State,Alaska,2021-06-23,27.4,Mild
By State,Arizona,2021-06-23,33.4,Moderate
By State,Arkansas,2021-06-23,26.4,Mild
By State,California,2021-06-23,30.3,Moderate
By State,Colorado,2021-06-23,27.9,Mild
By State,Connecticut,2021-06-23,26.8,Mild
By State,Delaware,2021-06-23,25.8,Mild
By State,District of Columbia,2021-06-23,28.0,Mild
By State,Florida,2021-06-23,26.6,Mild
By State,Georgia,2021-06-23,30.5,Moderate
By State,Hawaii,2021-06-23,32.9,Moderate
By State,Idaho,2021-06-23,28.9,Mild
By State,Illinois,2021-06-23,24.0,Mild
By State,Indiana,2021-06-23,28.8,Mild
By State,Iowa,2021-06-23,25.3,Mild
By State,Kansas,2021-06-23,27.5,Mild
By State,Kentucky,2021-06-23,34.3,Moderate
By State,Louisiana,2021-06-23,29.8,Mild
By State,Maine,2021-06-23,23.7,Mild
By State,Maryland,2021-06-23,30.4,Moderate
By State,Massachusetts,2021-06-23,26.5,Mild
By State,Michigan,2021-06-23,29.0,Mild
By State,Minnesota,2021-06-23,21.6,Mild
By State,Mississippi,2021-06-23,33.0,Moderate
By State,Missouri,2021-06-23,30.0,Mild
By State,Montana,2021-06-23,26.9,Mild
By State,Nebraska,2021-06-23,25.5,Mild
By State,Nevada,2021-06-23,35.6,High
By State,New Hampshire,2021-06-23,29.9,Mild
By State,New Jersey,2021-06-23,21.9,Mild
By State,New Mexico,2021-06-23,36.6,High
By State,New York,2021-06-23,26.7,Mild
By State,North Carolina,2021-06-23,31.2,Moderate
By State,North Dakota,2021-06-23,27.1,Mild
By State,Ohio,2021-06-23,31.2,Moderate
By State,Oklahoma,2021-06-23,37.5,High
By State,Oregon,2021-06-23,36.0,High
By State,Pennsylvania,2021-06-23,25.8,Mild
By State,Rhode Island,2021-06-23,26.2,Mild
By State,South Carolina,2021-06-23,32.0,Moderate
By State,South Dakota,2021-06-23,25.2,Mild
By State,Tennessee,2021-06-23,29.8,Mild
By State,Texas,2021-06-23,31.6,Moderate
By State,Utah,2021-06-23,28.1,Mild
By State,Vermont,2021-06-23,25.5,Mild
By State,Virginia,2021-06-23,25.9,Mild
By State,Washington,2021-06-23,28.3,Mild
By State,West Virginia,2021-06-23,34.1,Moderate
By State,Wisconsin,2021-06-23,24.8,Mild
By State,Wyoming,2021-06-23,27.5,Mild
By Age,18 - 29 years,2021-07-21,51.3,Extreme
By Age,30 - 39 years,2021-07-21,38.6,High
By Age,40 - 49 years,2021-07-21,32.8,Moderate
By Age,50 - 59 years,2021-07-21,27.1,Mild
By Age,60 - 69 years,2021-07-21,22.1,Mild
By Age,70 - 79 years,2021-07-21,15.4,Mild
By Age,80 years and above,2021-07-21,17.1,Mild
By Sex,Male,2021-07-21,28.3,Mild
By Sex,Female,2021-07-21,34.1,Moderate
By Race/Hispanic ethnicity,Hispanic or Latino,2021-07-21,37.4,High
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-07-21,29.2,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-07-21,34.6,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-07-21,24.2,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-07-21,41.3,Extreme
By Education,Less than a high school diploma,2021-07-21,39.7,High
By Education,High school diploma or GED,2021-07-21,32.9,Moderate
By Education,Some college/Associate's degree,2021-07-21,35.9,High
By Education,Bachelor's degree or higher,2021-07-21,23.8,Mild
By State,Alabama,2021-07-21,35.3,High
By State,Alaska,2021-07-21,34.2,Moderate
By State,Arizona,2021-07-21,32.0,Moderate
By State,Arkansas,2021-07-21,35.0,Moderate
By State,California,2021-07-21,33.4,Moderate
By State,Colorado,2021-07-21,27.9,Mild
By State,Connecticut,2021-07-21,26.7,Mild
By State,Delaware,2021-07-21,32.5,Moderate
By State,District of Columbia,2021-07-21,35.1,High
By State,Florida,2021-07-21,30.9,Moderate
By State,Georgia,2021-07-21,36.3,High
By State,Hawaii,2021-07-21,28.0,Mild
By State,Idaho,2021-07-21,26.9,Mild
By State,Illinois,2021-07-21,29.6,Mild
By State,Indiana,2021-07-21,31.8,Moderate
By State,Iowa,2021-07-21,26.9,Mild
By State,Kansas,2021-07-21,28.3,Mild
By State,Kentucky,2021-07-21,33.7,Moderate
By State,Louisiana,2021-07-21,40.9,Extreme
By State,Maine,2021-07-21,34.5,Moderate
By State,Maryland,2021-07-21,27.4,Mild
By State,Massachusetts,2021-07-21,27.9,Mild
By State,Michigan,2021-07-21,28.8,Mild
By State,Minnesota,2021-07-21,27.0,Mild
By State,Mississippi,2021-07-21,34.8,Moderate
By State,Missouri,2021-07-21,31.1,Moderate
By State,Montana,2021-07-21,24.2,Mild
By State,Nebraska,2021-07-21,25.1,Mild
By State,Nevada,2021-07-21,37.0,High
By State,New Hampshire,2021-07-21,25.9,Mild
By State,New Jersey,2021-07-21,25.8,Mild
By State,New Mexico,2021-07-21,33.6,Moderate
By State,New York,2021-07-21,24.9,Mild
By State,North Carolina,2021-07-21,26.3,Mild
By State,North Dakota,2021-07-21,23.5,Mild
By State,Ohio,2021-07-21,32.3,Moderate
By State,Oklahoma,2021-07-21,38.9,High
By State,Oregon,2021-07-21,31.5,Moderate
By State,Pennsylvania,2021-07-21,30.5,Moderate
By State,Rhode Island,2021-07-21,30.8,Moderate
By State,South Carolina,2021-07-21,30.9,Moderate
By State,South Dakota,2021-07-21,23.6,Mild
By State,Tennessee,2021-07-21,27.6,Mild
By State,Texas,2021-07-21,38.1,High
By State,Utah,2021-07-21,32.2,Moderate
By State,Vermont,2021-07-21,25.8,Mild
By State,Virginia,2021-07-21,30.3,Moderate
By State,Washington,2021-07-21,34.7,Moderate
By State,West Virginia,2021-07-21,35.4,High
By State,Wisconsin,2021-07-21,27.0,Mild
By State,Wyoming,2021-07-21,32.3,Moderate
By Age,18 - 29 years,2021-08-04,45.8,Extreme
By Age,30 - 39 years,2021-08-04,40.6,Extreme
By Age,40 - 49 years,2021-08-04,32.8,Moderate
By Age,50 - 59 years,2021-08-04,28.4,Mild
By Age,60 - 69 years,2021-08-04,21.0,Mild
By Age,70 - 79 years,2021-08-04,15.4,Mild
By Age,80 years and above,2021-08-04,16.1,Mild
By Sex,Male,2021-08-04,27.3,Mild
By Sex,Female,2021-08-04,34.2,Moderate
By Race/Hispanic ethnicity,Hispanic or Latino,2021-08-04,36.7,High
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-08-04,29.3,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-08-04,32.8,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-08-04,21.7,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-08-04,41.3,Extreme
By Education,Less than a high school diploma,2021-08-04,37.7,High
By Education,High school diploma or GED,2021-08-04,30.8,Moderate
By Education,Some college/Associate's degree,2021-08-04,34.6,Moderate
By Education,Bachelor's degree or higher,2021-08-04,26.0,Mild
By State,Alabama,2021-08-04,29.9,Mild
By State,Alaska,2021-08-04,28.1,Mild
By State,Arizona,2021-08-04,34.7,Moderate
By State,Arkansas,2021-08-04,35.1,High
By State,California,2021-08-04,32.4,Moderate
By State,Colorado,2021-08-04,30.2,Moderate
By State,Connecticut,2021-08-04,24.9,Mild
By State,Delaware,2021-08-04,32.1,Moderate
By State,District of Columbia,2021-08-04,29.7,Mild
By State,Florida,2021-08-04,32.3,Moderate
By State,Georgia,2021-08-04,34.8,Moderate
By State,Hawaii,2021-08-04,30.5,Moderate
By State,Idaho,2021-08-04,31.9,Moderate
By State,Illinois,2021-08-04,28.1,Mild
By State,Indiana,2021-08-04,28.0,Mild
By State,Iowa,2021-08-04,27.1,Mild
By State,Kansas,2021-08-04,28.2,Mild
By State,Kentucky,2021-08-04,34.6,Moderate
By State,Louisiana,2021-08-04,38.4,High
By State,Maine,2021-08-04,26.3,Mild
By State,Maryland,2021-08-04,28.0,Mild
By State,Massachusetts,2021-08-04,29.9,Mild
By State,Michigan,2021-08-04,30.9,Moderate
By State,Minnesota,2021-08-04,26.4,Mild
By State,Mississippi,2021-08-04,32.5,Moderate
By State,Missouri,2021-08-04,32.0,Moderate
By State,Montana,2021-08-04,32.1,Moderate
By State,Nebraska,2021-08-04,28.4,Mild
By State,Nevada,2021-08-04,33.1,Moderate
By State,New Hampshire,2021-08-04,30.0,Mild
By State,New Jersey,2021-08-04,25.6,Mild
By State,New Mexico,2021-08-04,33.6,Moderate
By State,New York,2021-08-04,29.6,Mild
By State,North Carolina,2021-08-04,29.3,Mild
By State,North Dakota,2021-08-04,22.9,Mild
By State,Ohio,2021-08-04,27.8,Mild
By State,Oklahoma,2021-08-04,39.7,High
By State,Oregon,2021-08-04,30.5,Moderate
By State,Pennsylvania,2021-08-04,30.8,Moderate
By State,Rhode Island,2021-08-04,31.4,Moderate
By State,South Carolina,2021-08-04,28.9,Mild
By State,South Dakota,2021-08-04,21.2,Mild
By State,Tennessee,2021-08-04,33.2,Moderate
By State,Texas,2021-08-04,31.9,Moderate
By State,Utah,2021-08-04,33.0,Moderate
By State,Vermont,2021-08-04,27.8,Mild
By State,Virginia,2021-08-04,30.3,Moderate
By State,Washington,2021-08-04,31.1,Moderate
By State,West Virginia,2021-08-04,34.0,Moderate
By State,Wisconsin,2021-08-04,27.9,Mild
By State,Wyoming,2021-08-04,25.4,Mild
By Age,18 - 29 years,2021-08-18,46.7,Extreme
By Age,30 - 39 years,2021-08-18,40.7,Extreme
By Age,40 - 49 years,2021-08-18,35.3,High
By Age,50 - 59 years,2021-08-18,30.6,Moderate
By Age,60 - 69 years,2021-08-18,22.5,Mild
By Age,70 - 79 years,2021-08-18,16.8,Mild
By Age,80 years and above,2021-08-18,13.5,Mild
By Sex,Male,2021-08-18,28.0,Mild
By Sex,Female,2021-08-18,36.0,High
By Race/Hispanic ethnicity,Hispanic or Latino,2021-08-18,35.2,High
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-08-18,31.3,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-08-18,33.4,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-08-18,24.2,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-08-18,39.9,High
By Education,Less than a high school diploma,2021-08-18,36.3,High
By Education,High school diploma or GED,2021-08-18,32.7,Moderate
By Education,Some college/Associate's degree,2021-08-18,35.9,High
By Education,Bachelor's degree or higher,2021-08-18,27.1,Mild
By State,Alabama,2021-08-18,38.5,High
By State,Alaska,2021-08-18,33.5,Moderate
By State,Arizona,2021-08-18,35.8,High
By State,Arkansas,2021-08-18,36.2,High
By State,California,2021-08-18,31.5,Moderate
By State,Colorado,2021-08-18,29.7,Mild
By State,Connecticut,2021-08-18,27.9,Mild
By State,Delaware,2021-08-18,32.4,Moderate
By State,District of Columbia,2021-08-18,33.0,Moderate
By State,Florida,2021-08-18,31.4,Moderate
By State,Georgia,2021-08-18,34.5,Moderate
By State,Hawaii,2021-08-18,31.8,Moderate
By State,Idaho,2021-08-18,27.9,Mild
By State,Illinois,2021-08-18,28.6,Mild
By State,Indiana,2021-08-18,31.3,Moderate
By State,Iowa,2021-08-18,28.5,Mild
By State,Kansas,2021-08-18,29.4,Mild
By State,Kentucky,2021-08-18,33.8,Moderate
By State,Louisiana,2021-08-18,39.3,High
By State,Maine,2021-08-18,31.0,Moderate
By State,Maryland,2021-08-18,31.4,Moderate
By State,Massachusetts,2021-08-18,32.0,Moderate
By State,Michigan,2021-08-18,30.3,Moderate
By State,Minnesota,2021-08-18,30.4,Moderate
By State,Mississippi,2021-08-18,33.3,Moderate
By State,Missouri,2021-08-18,30.6,Moderate
By State,Montana,2021-08-18,26.3,Mild
By State,Nebraska,2021-08-18,27.9,Mild
By State,Nevada,2021-08-18,36.4,High
By State,New Hampshire,2021-08-18,23.9,Mild
By State,New Jersey,2021-08-18,30.6,Moderate
By State,New Mexico,2021-08-18,30.3,Moderate
By State,New York,2021-08-18,28.6,Mild
By State,North Carolina,2021-08-18,34.0,Moderate
By State,North Dakota,2021-08-18,29.8,Mild
By State,Ohio,2021-08-18,34.5,Moderate
By State,Oklahoma,2021-08-18,38.1,High
By State,Oregon,2021-08-18,35.3,High
By State,Pennsylvania,2021-08-18,35.5,High
By State,Rhode Island,2021-08-18,29.3,Mild
By State,South Carolina,2021-08-18,32.7,Moderate
By State,South Dakota,2021-08-18,31.1,Moderate
By State,Tennessee,2021-08-18,41.7,Extreme
By State,Texas,2021-08-18,32.6,Moderate
By State,Utah,2021-08-18,33.7,Moderate
By State,Vermont,2021-08-18,29.3,Mild
By State,Virginia,2021-08-18,28.0,Mild
By State,Washington,2021-08-18,33.7,Moderate
By State,West Virginia,2021-08-18,34.2,Moderate
By State,Wisconsin,2021-08-18,25.1,Mild
By State,Wyoming,2021-08-18,31.7,Moderate
By Age,18 - 29 years,2021-09-01,50.0,Extreme
By Age,30 - 39 years,2021-09-01,40.5,Extreme
By Age,40 - 49 years,2021-09-01,35.4,High
By Age,50 - 59 years,2021-09-01,29.1,Mild
By Age,60 - 69 years,2021-09-01,22.3,Mild
By Age,70 - 79 years,2021-09-01,15.0,Mild
By Age,80 years and above,2021-09-01,16.8,Mild
By Sex,Male,2021-09-01,28.8,Mild
By Sex,Female,2021-09-01,35.3,High
By Race/Hispanic ethnicity,Hispanic or Latino,2021-09-01,35.7,High
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-09-01,31.6,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-09-01,31.1,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-09-01,25.0,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-09-01,39.5,High
By Education,Less than a high school diploma,2021-09-01,33.9,Moderate
By Education,High school diploma or GED,2021-09-01,33.9,Moderate
By Education,Some college/Associate's degree,2021-09-01,34.6,Moderate
By Education,Bachelor's degree or higher,2021-09-01,27.9,Mild
By State,Alabama,2021-09-01,34.2,Moderate
By State,Alaska,2021-09-01,34.3,Moderate
By State,Arizona,2021-09-01,30.9,Moderate
By State,Arkansas,2021-09-01,34.5,Moderate
By State,California,2021-09-01,32.5,Moderate
By State,Colorado,2021-09-01,29.1,Mild
By State,Connecticut,2021-09-01,29.2,Mild
By State,Delaware,2021-09-01,30.4,Moderate
By State,District of Columbia,2021-09-01,32.4,Moderate
By State,Florida,2021-09-01,35.5,High
By State,Georgia,2021-09-01,31.0,Moderate
By State,Hawaii,2021-09-01,30.0,Mild
By State,Idaho,2021-09-01,30.1,Moderate
By State,Illinois,2021-09-01,31.4,Moderate
By State,Indiana,2021-09-01,30.5,Moderate
By State,Iowa,2021-09-01,28.9,Mild
By State,Kansas,2021-09-01,33.7,Moderate
By State,Kentucky,2021-09-01,33.0,Moderate
By State,Louisiana,2021-09-01,44.4,Extreme
By State,Maine,2021-09-01,25.9,Mild
By State,Maryland,2021-09-01,32.8,Moderate
By State,Massachusetts,2021-09-01,30.3,Moderate
By State,Michigan,2021-09-01,29.3,Mild
By State,Minnesota,2021-09-01,25.5,Mild
By State,Mississippi,2021-09-01,29.2,Mild
By State,Missouri,2021-09-01,33.7,Moderate
By State,Montana,2021-09-01,25.5,Mild
By State,Nebraska,2021-09-01,28.1,Mild
By State,Nevada,2021-09-01,33.2,Moderate
By State,New Hampshire,2021-09-01,28.7,Mild
By State,New Jersey,2021-09-01,28.1,Mild
By State,New Mexico,2021-09-01,31.7,Moderate
By State,New York,2021-09-01,32.0,Moderate
