Group,Subgroup,Time_Period,Value,Risk
By State,Texas,2021-04-28,28.3,Mild
By State,Utah,2021-04-28,25.8,Mild
By State,Vermont,2021-04-28,24.6,Mild
By State,Virginia,2021-04-28,24.0,Mild
By State,Washington,2021-04-28,28.3,Mild
By State,West Virginia,2021-04-28,27.6,Mild
By State,Wisconsin,2021-04-28,20.5,Mild
By State,Wyoming,2021-04-28,25.3,Mild
By Age,18 - 29 years,2021-05-12,39.5,High
By Age,30 - 39 years,2021-05-12,32.8,Moderate
By Age,40 - 49 years,2021-05-12,27.6,Mild
By Age,50 - 59 years,2021-05-12,24.2,Mild
By Age,60 - 69 years,2021-05-12,18.4,Mild
By Age,70 - 79 years,2021-05-12,12.1,Mild
By Age,80 years and above,2021-05-12,11.8,Mild
By Sex,Male,2021-05-12,22.0,Mild
By Sex,Female,2021-05-12,29.2,Mild
By Race/Hispanic ethnicity,Hispanic or Latino,2021-05-12,30.2,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-05-12,24.2,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-05-12,29.3,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-05-12,19.4,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-05-12,33.8,Moderate
By Education,Less than a high school diploma,2021-05-12,32.3,Moderate
By Education,High school diploma or GED,2021-05-12,26.6,Mild
By Education,Some college/Associate's degree,2021-05-12,28.7,Mild
By Education,Bachelor's degree or higher,2021-05-12,20.8,Mild
By State,Alabama,2021-05-12,23.8,Mild
By State,Alaska,2021-05-12,23.5,Mild
By State,Arizona,2021-05-12,23.0,Mild
By State,Arkansas,2021-05-12,29.8,Mild
By State,California,2021-05-12,26.5,Mild
By State,Colorado,2021-05-12,28.2,Mild
By State,Connecticut,2021-05-12,27.4,Mild
By State,Delaware,2021-05-12,21.3,Mild
By State,District of Columbia,2021-05-12,26.6,Mild
By State,Florida,2021-05-12,25.8,Mild
By State,Georgia,2021-05-12,26.1,Mild
By State,Hawaii,2021-05-12,19.9,Mild
By State,Idaho,2021-05-12,23.9,Mild
By State,Illinois,2021-05-12,24.5,Mild
By State,Indiana,2021-05-12,24.0,Mild
By State,Iowa,2021-05-12,23.6,Mild
By State,Kansas,2021-05-12,21.9,Mild
By State,Kentucky,2021-05-12,27.6,Mild
By State,Louisiana,2021-05-12,27.6,Mild
By State,Maine,2021-05-12,22.6,Mild
By State,Maryland,2021-05-12,24.1,Mild
By State,Massachusetts,2021-05-12,24.9,Mild
By State,Michigan,2021-05-12,25.7,Mild
By State,Minnesota,2021-05-12,20.2,Mild
By State,Mississippi,2021-05-12,27.9,Mild
By State,Missouri,2021-05-12,23.4,Mild
By State,Montana,2021-05-12,23.7,Mild
By State,Nebraska,2021-05-12,21.5,Mild
By State,Nevada,2021-05-12,25.9,Mild
By State,New Hampshire,2021-05-12,19.6,Mild
By State,New Jersey,2021-05-12,24.1,Mild
By State,New Mexico,2021-05-12,24.3,Mild
By State,New York,2021-05-12,27.0,Mild
By State,North Carolina,2021-05-12,25.0,Mild
By State,North Dakota,2021-05-12,19.6,Mild
By State,Ohio,2021-05-12,24.4,Mild
By State,Oklahoma,2021-05-12,29.0,Mild
By State,Oregon,2021-05-12,27.9,Mild
By State,Pennsylvania,2021-05-12,27.5,Mild
By State,Rhode Island,2021-05-12,20.2,Mild
By State,South Carolina,2021-05-12,28.0,Mild
By State,South Dakota,2021-05-12,17.2,Mild
By State,Tennessee,2021-05-12,26.9,Mild
By State,Texas,2021-05-12,26.5,Mild
By State,Utah,2021-05-12,22.9,Mild
By State,Vermont,2021-05-12,24.6,Mild
By State,Virginia,2021-05-12,28.2,Mild
By State,Washington,2021-05-12,27.0,Mild
By State,West Virginia,2021-05-12,26.3,Mild
By State,Wisconsin,2021-05-12,26.0,Mild
By State,Wyoming,2021-05-12,29.0,Mild
By Age,18 - 29 years,2021-05-26,38.1,High
By Age,30 - 39 years,2021-05-26,31.4,Moderate
By Age,40 - 49 years,2021-05-26,28.6,Mild
By Age,50 - 59 years,2021-05-26,24.5,Mild
By Age,60 - 69 years,2021-05-26,17.5,Mild
By Age,70 - 79 years,2021-05-26,12.8,Mild
By Age,80 years and above,2021-05-26,11.0,Mild
By Sex,Male,2021-05-26,22.1,Mild
By Sex,Female,2021-05-26,28.5,Mild
By Race/Hispanic ethnicity,Hispanic or Latino,2021-05-26,31.0,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-05-26,23.9,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-05-26,26.9,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-05-26,16.2,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-05-26,35.8,High
By Education,Less than a high school diploma,2021-05-26,34.2,Moderate
By Education,High school diploma or GED,2021-05-26,26.4,Mild
By Education,Some college/Associate's degree,2021-05-26,28.4,Mild
By Education,Bachelor's degree or higher,2021-05-26,20.2,Mild
By State,Alabama,2021-05-26,27.7,Mild
By State,Alaska,2021-05-26,23.6,Mild
By State,Arizona,2021-05-26,27.1,Mild
By State,Arkansas,2021-05-26,26.9,Mild
By State,California,2021-05-26,26.5,Mild
By State,Colorado,2021-05-26,26.2,Mild
By State,Connecticut,2021-05-26,19.7,Mild
By State,Delaware,2021-05-26,24.0,Mild
By State,District of Columbia,2021-05-26,21.5,Mild
By State,Florida,2021-05-26,24.4,Mild
By State,Georgia,2021-05-26,26.9,Mild
By State,Hawaii,2021-05-26,26.6,Mild
By State,Idaho,2021-05-26,22.3,Mild
By State,Illinois,2021-05-26,25.1,Mild
By State,Indiana,2021-05-26,24.7,Mild
By State,Iowa,2021-05-26,23.9,Mild
By State,Kansas,2021-05-26,21.8,Mild
By State,Kentucky,2021-05-26,23.0,Mild
By State,Louisiana,2021-05-26,31.8,Moderate
By State,Maine,2021-05-26,23.2,Mild
By State,Maryland,2021-05-26,22.5,Mild
By State,Massachusetts,2021-05-26,23.9,Mild
By State,Michigan,2021-05-26,19.8,Mild
By State,Minnesota,2021-05-26,22.3,Mild
By State,Mississippi,2021-05-26,27.6,Mild
By State,Missouri,2021-05-26,29.3,Mild
By State,Montana,2021-05-26,17.7,Mild
By State,Nebraska,2021-05-26,17.8,Mild
By State,Nevada,2021-05-26,30.7,Moderate
By State,New Hampshire,2021-05-26,28.8,Mild
By State,New Jersey,2021-05-26,26.5,Mild
By State,New Mexico,2021-05-26,28.6,Mild
By State,New York,2021-05-26,22.9,Mild
By State,North Carolina,2021-05-26,26.7,Mild
By State,North Dakota,2021-05-26,22.6,Mild
By State,Ohio,2021-05-26,25.4,Mild
By State,Oklahoma,2021-05-26,26.5,Mild
By State,Oregon,2021-05-26,28.9,Mild
By State,Pennsylvania,2021-05-26,25.8,Mild
By State,Rhode Island,2021-05-26,22.2,Mild
By State,South Carolina,2021-05-26,26.5,Mild
By State,South Dakota,2021-05-26,21.1,Mild
By State,Tennessee,2021-05-26,25.2,Mild
By State,Texas,2021-05-26,28.0,Mild
By State,Utah,2021-05-26,25.2,Mild
By State,Vermont,2021-05-26,23.1,Mild
By State,Virginia,2021-05-26,24.1,Mild
By State,Washington,2021-05-26,27.8,Mild
By State,West Virginia,2021-05-26,27.9,Mild
By State,Wisconsin,2021-05-26,20.0,Mild
By State,Wyoming,2021-05-26,18.5,Mild
By Age,18 - 29 years,2021-06-09,38.6,High
By Age,30 - 39 years,2021-06-09,32.3,Moderate
By Age,40 - 49 years,2021-06-09,29.6,Mild
By Age,50 - 59 years,2021-06-09,24.9,Mild
By Age,60 - 69 years,2021-06-09,18.9,Mild
By Age,70 - 79 years,2021-06-09,13.1,Mild
By Age,80 years and above,2021-06-09,7.6,Mild
By Sex,Male,2021-06-09,23.2,Mild
By Sex,Female,2021-06-09,28.8,Mild
By Race/Hispanic ethnicity,Hispanic or Latino,2021-06-09,31.0,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-06-09,24.6,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-06-09,27.1,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-06-09,19.2,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-06-09,39.7,High
By Education,Less than a high school diploma,2021-06-09,29.1,Mild
By Education,High school diploma or GED,2021-06-09,28.7,Mild
By Education,Some college/Associate's degree,2021-06-09,29.4,Mild
By Education,Bachelor's degree or higher,2021-06-09,20.2,Mild
By State,Alabama,2021-06-09,24.4,Mild
By State,Alaska,2021-06-09,27.1,Mild
By State,Arizona,2021-06-09,27.2,Mild
By State,Arkansas,2021-06-09,28.4,Mild
By State,California,2021-06-09,27.2,Mild
By State,Colorado,2021-06-09,23.9,Mild
By State,Connecticut,2021-06-09,28.1,Mild
By State,Delaware,2021-06-09,26.4,Mild
By State,District of Columbia,2021-06-09,22.4,Mild
By State,Florida,2021-06-09,31.7,Moderate
By State,Georgia,2021-06-09,24.8,Mild
By State,Hawaii,2021-06-09,22.2,Mild
By State,Idaho,2021-06-09,26.1,Mild
By State,Illinois,2021-06-09,22.5,Mild
By State,Indiana,2021-06-09,24.3,Mild
By State,Iowa,2021-06-09,28.7,Mild
By State,Kansas,2021-06-09,19.9,Mild
By State,Kentucky,2021-06-09,30.1,Moderate
By State,Louisiana,2021-06-09,31.7,Moderate
By State,Maine,2021-06-09,24.6,Mild
By State,Maryland,2021-06-09,26.9,Mild
By State,Massachusetts,2021-06-09,22.4,Mild
By State,Michigan,2021-06-09,24.1,Mild
By State,Minnesota,2021-06-09,22.5,Mild
By State,Mississippi,2021-06-09,31.7,Moderate
By State,Missouri,2021-06-09,28.9,Mild
By State,Montana,2021-06-09,24.0,Mild
By State,Nebraska,2021-06-09,21.8,Mild
By State,Nevada,2021-06-09,30.1,Moderate
By State,New Hampshire,2021-06-09,19.1,Mild
By State,New Jersey,2021-06-09,26.9,Mild
By State,New Mexico,2021-06-09,31.2,Moderate
By State,New York,2021-06-09,25.4,Mild
By State,North Carolina,2021-06-09,22.8,Mild
By State,North Dakota,2021-06-09,24.1,Mild
By State,Ohio,2021-06-09,25.4,Mild
By State,Oklahoma,2021-06-09,35.7,High
By State,Oregon,2021-06-09,25.1,Mild
By State,Pennsylvania,2021-06-09,24.9,Mild
By State,Rhode Island,2021-06-09,28.1,Mild
By State,South Carolina,2021-06-09,25.0,Mild
By State,South Dakota,2021-06-09,17.3,Mild
By State,Tennessee,2021-06-09,26.8,Mild
By State,Texas,2021-06-09,26.1,Mild
By State,Utah,2021-06-09,26.5,Mild
By State,Vermont,2021-06-09,20.9,Mild
By State,Virginia,2021-06-09,23.8,Mild
By State,Washington,2021-06-09,24.8,Mild
By State,West Virginia,2021-06-09,32.7,Moderate
By State,Wisconsin,2021-06-09,20.7,Mild
By State,Wyoming,2021-06-09,21.6,Mild
By Age,18 - 29 years,2021-06-23,39.3,High
By Age,30 - 39 years,2021-06-23,30.2,Moderate
By Age,40 - 49 years,2021-06-23,27.7,Mild
By Age,50 - 59 years,2021-06-23,22.9,Mild
By Age,60 - 69 years,2021-06-23,16.7,Mild
By Age,70 - 79 years,2021-06-23,11.4,Mild
By Age,80 years and above,2021-06-23,11.2,Mild
By Sex,Male,2021-06-23,20.2,Mild
By Sex,Female,2021-06-23,28.5,Mild
By Race/Hispanic ethnicity,Hispanic or Latino,2021-06-23,28.6,Mild
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-06-23,22.7,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-06-23,28.3,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-06-23,18.9,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-06-23,37.2,High
By Education,Less than a high school diploma,2021-06-23,35.1,High
By Education,High school diploma or GED,2021-06-23,24.1,Mild
By Education,Some college/Associate's degree,2021-06-23,28.7,Mild
By Education,Bachelor's degree or higher,2021-06-23,18.9,Mild
By State,Alabama,2021-06-23,31.0,Moderate
By State,Alaska,2021-06-23,24.4,Mild
By State,Arizona,2021-06-23,27.4,Mild
By State,Arkansas,2021-06-23,24.1,Mild
By State,California,2021-06-23,24.7,Mild
By State,Colorado,2021-06-23,24.1,Mild
By State,Connecticut,2021-06-23,22.9,Mild
By State,Delaware,2021-06-23,21.9,Mild
By State,District of Columbia,2021-06-23,23.2,Mild
By State,Florida,2021-06-23,22.9,Mild
By State,Georgia,2021-06-23,24.8,Mild
By State,Hawaii,2021-06-23,22.0,Mild
By State,Idaho,2021-06-23,24.1,Mild
By State,Illinois,2021-06-23,21.5,Mild
By State,Indiana,2021-06-23,24.4,Mild
By State,Iowa,2021-06-23,22.7,Mild
By State,Kansas,2021-06-23,23.6,Mild
By State,Kentucky,2021-06-23,28.6,Mild
By State,Louisiana,2021-06-23,24.4,Mild
By State,Maine,2021-06-23,19.1,Mild
By State,Maryland,2021-06-23,25.4,Mild
By State,Massachusetts,2021-06-23,22.9,Mild
By State,Michigan,2021-06-23,23.4,Mild
By State,Minnesota,2021-06-23,17.6,Mild
By State,Mississippi,2021-06-23,28.5,Mild
By State,Missouri,2021-06-23,25.1,Mild
By State,Montana,2021-06-23,23.2,Mild
By State,Nebraska,2021-06-23,22.7,Mild
By State,Nevada,2021-06-23,30.8,Moderate
By State,New Hampshire,2021-06-23,25.3,Mild
By State,New Jersey,2021-06-23,19.1,Mild
By State,New Mexico,2021-06-23,33.0,Moderate
By State,New York,2021-06-23,22.4,Mild
By State,North Carolina,2021-06-23,26.3,Mild
By State,North Dakota,2021-06-23,22.9,Mild
By State,Ohio,2021-06-23,25.3,Mild
By State,Oklahoma,2021-06-23,33.5,Moderate
By State,Oregon,2021-06-23,32.6,Moderate
By State,Pennsylvania,2021-06-23,22.5,Mild
By State,Rhode Island,2021-06-23,19.1,Mild
By State,South Carolina,2021-06-23,28.0,Mild
By State,South Dakota,2021-06-23,21.7,Mild
By State,Tennessee,2021-06-23,26.6,Mild
By State,Texas,2021-06-23,26.8,Mild
By State,Utah,2021-06-23,24.5,Mild
By State,Vermont,2021-06-23,23.6,Mild
By State,Virginia,2021-06-23,22.5,Mild
By State,Washington,2021-06-23,23.9,Mild
By State,West Virginia,2021-06-23,29.6,Mild
By State,Wisconsin,2021-06-23,19.2,Mild
By State,Wyoming,2021-06-23,22.3,Mild
By Age,18 - 29 years,2021-07-21,44.8,Extreme
By Age,30 - 39 years,2021-07-21,34.0,Moderate
By Age,40 - 49 years,2021-07-21,29.2,Mild
By Age,50 - 59 years,2021-07-21,23.7,Mild
By Age,60 - 69 years,2021-07-21,18.0,Mild
By Age,70 - 79 years,2021-07-21,11.5,Mild
By Age,80 years and above,2021-07-21,13.9,Mild
By Sex,Male,2021-07-21,23.6,Mild
By Sex,Female,2021-07-21,30.1,Moderate
By Race/Hispanic ethnicity,Hispanic or Latino,2021-07-21,32.0,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-07-21,25.2,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-07-21,30.1,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-07-21,20.0,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-07-21,38.2,High
By Education,Less than a high school diploma,2021-07-21,32.7,Moderate
By Education,High school diploma or GED,2021-07-21,27.6,Mild
By Education,Some college/Associate's degree,2021-07-21,31.2,Moderate
By Education,Bachelor's degree or higher,2021-07-21,21.2,Mild
By State,Alabama,2021-07-21,29.9,Mild
By State,Alaska,2021-07-21,30.5,Moderate
By State,Arizona,2021-07-21,27.2,Mild
By State,Arkansas,2021-07-21,29.6,Mild
By State,California,2021-07-21,26.9,Mild
By State,Colorado,2021-07-21,24.4,Mild
By State,Connecticut,2021-07-21,21.7,Mild
By State,Delaware,2021-07-21,25.9,Mild
By State,District of Columbia,2021-07-21,28.2,Mild
By State,Florida,2021-07-21,27.4,Mild
By State,Georgia,2021-07-21,30.0,Mild
By State,Hawaii,2021-07-21,23.6,Mild
By State,Idaho,2021-07-21,24.7,Mild
By State,Illinois,2021-07-21,26.3,Mild
By State,Indiana,2021-07-21,25.6,Mild
By State,Iowa,2021-07-21,24.8,Mild
By State,Kansas,2021-07-21,26.0,Mild
By State,Kentucky,2021-07-21,27.9,Mild
By State,Louisiana,2021-07-21,36.0,High
By State,Maine,2021-07-21,30.6,Moderate
By State,Maryland,2021-07-21,24.9,Mild
By State,Massachusetts,2021-07-21,25.3,Mild
By State,Michigan,2021-07-21,23.8,Mild
By State,Minnesota,2021-07-21,24.3,Mild
By State,Mississippi,2021-07-21,28.1,Mild
By State,Missouri,2021-07-21,26.7,Mild
By State,Montana,2021-07-21,20.1,Mild
By State,Nebraska,2021-07-21,21.6,Mild
By State,Nevada,2021-07-21,32.5,Moderate
By State,New Hampshire,2021-07-21,21.8,Mild
By State,New Jersey,2021-07-21,21.6,Mild
By State,New Mexico,2021-07-21,30.1,Moderate
By State,New York,2021-07-21,22.5,Mild
By State,North Carolina,2021-07-21,23.4,Mild
By State,North Dakota,2021-07-21,19.9,Mild
By State,Ohio,2021-07-21,28.2,Mild
By State,Oklahoma,2021-07-21,34.6,Moderate
By State,Oregon,2021-07-21,27.8,Mild
By State,Pennsylvania,2021-07-21,24.8,Mild
By State,Rhode Island,2021-07-21,24.8,Mild
By State,South Carolina,2021-07-21,29.6,Mild
By State,South Dakota,2021-07-21,20.5,Mild
By State,Tennessee,2021-07-21,24.6,Mild
By State,Texas,2021-07-21,33.9,Moderate
By State,Utah,2021-07-21,27.8,Mild
By State,Vermont,2021-07-21,23.5,Mild
By State,Virginia,2021-07-21,26.0,Mild
By State,Washington,2021-07-21,30.3,Moderate
By State,West Virginia,2021-07-21,30.8,Moderate
By State,Wisconsin,2021-07-21,23.8,Mild
By State,Wyoming,2021-07-21,27.8,Mild
By Age,18 - 29 years,2021-08-04,39.4,High
By Age,30 - 39 years,2021-08-04,36.3,High
By Age,40 - 49 years,2021-08-04,28.3,Mild
By Age,50 - 59 years,2021-08-04,24.7,Mild
By Age,60 - 69 years,2021-08-04,17.3,Mild
By Age,70 - 79 years,2021-08-04,12.1,Mild
By Age,80 years and above,2021-08-04,12.8,Mild
By Sex,Male,2021-08-04,22.4,Mild
By Sex,Female,2021-08-04,30.5,Moderate
By Race/Hispanic ethnicity,Hispanic or Latino,2021-08-04,31.7,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-08-04,25.4,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-08-04,27.7,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-08-04,16.9,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-08-04,35.8,High
By Education,Less than a high school diploma,2021-08-04,31.9,Moderate
By Education,High school diploma or GED,2021-08-04,25.4,Mild
By Education,Some college/Associate's degree,2021-08-04,30.3,Moderate
By Education,Bachelor's degree or higher,2021-08-04,23.1,Mild
By State,Alabama,2021-08-04,26.3,Mild
By State,Alaska,2021-08-04,23.8,Mild
By State,Arizona,2021-08-04,27.5,Mild
By State,Arkansas,2021-08-04,28.1,Mild
By State,California,2021-08-04,27.8,Mild
By State,Colorado,2021-08-04,26.5,Mild
By State,Connecticut,2021-08-04,22.5,Mild
By State,Delaware,2021-08-04,29.2,Mild
By State,District of Columbia,2021-08-04,24.4,Mild
By State,Florida,2021-08-04,27.8,Mild
By State,Georgia,2021-08-04,29.4,Mild
By State,Hawaii,2021-08-04,24.7,Mild
By State,Idaho,2021-08-04,26.8,Mild
By State,Illinois,2021-08-04,23.9,Mild
By State,Indiana,2021-08-04,22.4,Mild
By State,Iowa,2021-08-04,23.4,Mild
By State,Kansas,2021-08-04,23.8,Mild
By State,Kentucky,2021-08-04,27.9,Mild
By State,Louisiana,2021-08-04,34.9,Moderate
By State,Maine,2021-08-04,22.9,Mild
By State,Maryland,2021-08-04,25.1,Mild
By State,Massachusetts,2021-08-04,24.4,Mild
By State,Michigan,2021-08-04,26.6,Mild
By State,Minnesota,2021-08-04,21.9,Mild
By State,Mississippi,2021-08-04,29.6,Mild
By State,Missouri,2021-08-04,27.9,Mild
By State,Montana,2021-08-04,25.9,Mild
By State,Nebraska,2021-08-04,24.2,Mild
By State,Nevada,2021-08-04,29.0,Mild
By State,New Hampshire,2021-08-04,23.2,Mild
By State,New Jersey,2021-08-04,21.3,Mild
By State,New Mexico,2021-08-04,29.4,Mild
By State,New York,2021-08-04,26.8,Mild
By State,North Carolina,2021-08-04,26.5,Mild
By State,North Dakota,2021-08-04,20.1,Mild
By State,Ohio,2021-08-04,23.4,Mild
By State,Oklahoma,2021-08-04,35.1,High
By State,Oregon,2021-08-04,25.8,Mild
By State,Pennsylvania,2021-08-04,25.5,Mild
By State,Rhode Island,2021-08-04,25.7,Mild
By State,South Carolina,2021-08-04,24.6,Mild
By State,South Dakota,2021-08-04,19.2,Mild
By State,Tennessee,2021-08-04,28.9,Mild
By State,Texas,2021-08-04,28.4,Mild
By State,Utah,2021-08-04,29.2,Mild
By State,Vermont,2021-08-04,25.3,Mild
By State,Virginia,2021-08-04,25.2,Mild
By State,Washington,2021-08-04,27.9,Mild
By State,West Virginia,2021-08-04,31.6,Moderate
By State,Wisconsin,2021-08-04,23.7,Mild
By State,Wyoming,2021-08-04,22.2,Mild
By Age,18 - 29 years,2021-08-18,39.9,High
By Age,30 - 39 years,2021-08-18,36.2,High
By Age,40 - 49 years,2021-08-18,31.3,Moderate
By Age,50 - 59 years,2021-08-18,27.1,Mild
By Age,60 - 69 years,2021-08-18,18.4,Mild
By Age,70 - 79 years,2021-08-18,13.5,Mild
By Age,80 years and above,2021-08-18,11.1,Mild
By Sex,Male,2021-08-18,23.4,Mild
By Sex,Female,2021-08-18,32.0,Moderate
By Race/Hispanic ethnicity,Hispanic or Latino,2021-08-18,29.8,Mild
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-08-18,27.5,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-08-18,28.5,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-08-18,18.5,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-08-18,35.1,High
By Education,Less than a high school diploma,2021-08-18,31.0,Moderate
By Education,High school diploma or GED,2021-08-18,27.7,Mild
By Education,Some college/Associate's degree,2021-08-18,31.1,Moderate
By Education,Bachelor's degree or higher,2021-08-18,24.2,Mild
By State,Alabama,2021-08-18,34.5,Moderate
By State,Alaska,2021-08-18,27.9,Mild
By State,Arizona,2021-08-18,30.4,Moderate
By State,Arkansas,2021-08-18,32.2,Moderate
By State,California,2021-08-18,26.2,Mild
By State,Colorado,2021-08-18,27.9,Mild
By State,Connecticut,2021-08-18,24.0,Mild
By State,Delaware,2021-08-18,30.0,Mild
By State,District of Columbia,2021-08-18,30.0,Mild
By State,Florida,2021-08-18,27.5,Mild
By State,Georgia,2021-08-18,30.3,Moderate
By State,Hawaii,2021-08-18,26.5,Mild
By State,Idaho,2021-08-18,25.7,Mild
By State,Illinois,2021-08-18,24.8,Mild
By State,Indiana,2021-08-18,27.2,Mild
By State,Iowa,2021-08-18,24.2,Mild
By State,Kansas,2021-08-18,25.8,Mild
By State,Kentucky,2021-08-18,31.5,Moderate
By State,Louisiana,2021-08-18,36.2,High
By State,Maine,2021-08-18,28.8,Mild
By State,Maryland,2021-08-18,28.0,Mild
By State,Massachusetts,2021-08-18,28.2,Mild
By State,Michigan,2021-08-18,27.2,Mild
By State,Minnesota,2021-08-18,24.8,Mild
By State,Mississippi,2021-08-18,27.1,Mild
By State,Missouri,2021-08-18,27.1,Mild
By State,Montana,2021-08-18,23.9,Mild
By State,Nebraska,2021-08-18,24.8,Mild
By State,Nevada,2021-08-18,32.3,Moderate
By State,New Hampshire,2021-08-18,21.6,Mild
By State,New Jersey,2021-08-18,27.1,Mild
By State,New Mexico,2021-08-18,27.1,Mild
By State,New York,2021-08-18,23.6,Mild
By State,North Carolina,2021-08-18,30.1,Moderate
By State,North Dakota,2021-08-18,25.5,Mild
By State,Ohio,2021-08-18,27.9,Mild
By State,Oklahoma,2021-08-18,31.8,Moderate
By State,Oregon,2021-08-18,31.8,Moderate
By State,Pennsylvania,2021-08-18,31.4,Moderate
By State,Rhode Island,2021-08-18,25.6,Mild
By State,South Carolina,2021-08-18,25.4,Mild
By State,South Dakota,2021-08-18,25.2,Mild
By State,Tennessee,2021-08-18,35.2,High
By State,Texas,2021-08-18,28.3,Mild
By State,Utah,2021-08-18,29.7,Mild
By State,Vermont,2021-08-18,25.8,Mild
By State,Virginia,2021-08-18,24.8,Mild
By State,Washington,2021-08-18,29.4,Mild
By State,West Virginia,2021-08-18,29.6,Mild
By State,Wisconsin,2021-08-18,22.5,Mild
By State,Wyoming,2021-08-18,28.0,Mild
By Age,18 - 29 years,2021-09-01,43.6,Extreme
By Age,30 - 39 years,2021-09-01,36.0,High
By Age,40 - 49 years,2021-09-01,31.9,Moderate
By Age,50 - 59 years,2021-09-01,25.3,Mild
By Age,60 - 69 years,2021-09-01,18.9,Mild
By Age,70 - 79 years,2021-09-01,12.5,Mild
By Age,80 years and above,2021-09-01,13.8,Mild
By Sex,Male,2021-09-01,24.5,Mild
By Sex,Female,2021-09-01,31.5,Moderate
By Race/Hispanic ethnicity,Hispanic or Latino,2021-09-01,30.5,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-09-01,28.1,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-09-01,25.6,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-09-01,20.5,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-09-01,35.4,High
By Education,Less than a high school diploma,2021-09-01,27.8,Mild
By Education,High school diploma or GED,2021-09-01,29.5,Mild
By Education,Some college/Associate's degree,2021-09-01,30.2,Moderate
By Education,Bachelor's degree or higher,2021-09-01,25.0,Mild
By State,Alabama,2021-09-01,30.7,Moderate
By State,Alaska,2021-09-01,30.0,Mild
By State,Arizona,2021-09-01,26.8,Mild
By State,Arkansas,2021-09-01,30.0,Mild
By State,California,2021-09-01,26.7,Mild
By State,Colorado,2021-09-01,25.7,Mild
By State,Connecticut,2021-09-01,25.5,Mild
By State,Delaware,2021-09-01,27.5,Mild
By State,District of Columbia,2021-09-01,28.3,Mild
By State,Florida,2021-09-01,32.9,Moderate
By State,Georgia,2021-09-01,25.3,Mild
By State,Hawaii,2021-09-01,26.4,Mild
By State,Idaho,2021-09-01,26.0,Mild
By State,Illinois,2021-09-01,28.0,Mild
By State,Indiana,2021-09-01,26.1,Mild
By State,Iowa,2021-09-01,25.3,Mild
By State,Kansas,2021-09-01,30.0,Mild
By State,Kentucky,2021-09-01,30.7,Moderate
By State,Louisiana,2021-09-01,40.1,Extreme
By State,Maine,2021-09-01,22.9,Mild
By State,Maryland,2021-09-01,29.1,Mild
By State,Massachusetts,2021-09-01,27.4,Mild
By State,Michigan,2021-09-01,25.0,Mild
By State,Minnesota,2021-09-01,21.9,Mild
By State,Mississippi,2021-09-01,24.6,Mild
By State,Missouri,2021-09-01,27.3,Mild
By State,Montana,2021-09-01,23.3,Mild
By State,Nebraska,2021-09-01,24.5,Mild
By State,Nevada,2021-09-01,29.7,Mild
By State,New Hampshire,2021-09-01,26.3,Mild
By State,New Jersey,2021-09-01,25.4,Mild
By State,New Mexico,2021-09-01,29.0,Mild
By State,New York,2021-09-01,27.8,Mild
By State,North Carolina,2021-09-01,29.7,Mild
By State,North Dakota,2021-09-01,27.0,Mild
