Mental_indicator,Group_name,Subgroup,Time_Period,Percentage,Risk
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2021-09-29,20.8,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2021-09-29,22.7,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2021-09-29,16.1,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-09-29,33.8,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-09-29,30.4,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2021-09-29,26.8,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2021-09-29,26.2,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2021-09-29,19.2,Mild
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-09-29,35.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-09-29,35.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2021-09-29,30.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2021-09-29,32.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2021-09-29,24.2,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-09-29,44.0,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-12-01,22.7,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2021-12-01,20.8,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2021-12-01,22.0,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2021-12-01,18.5,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-12-01,30.4,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-12-01,27.6,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2021-12-01,26.1,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2021-12-01,26.7,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2021-12-01,20.3,Mild
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-12-01,37.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-12-01,32.6,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2021-12-01,30.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2021-12-01,30.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2021-12-01,26.1,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-12-01,41.7,Extreme
