,Indicator,Group,State,Subgroup,Time Period Start Date,Value,year
5063,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,2021-02-03,34.3,2021
5064,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,2021-02-03,37.2,2021
5065,Symptoms of Anxiety Disorder,By State,New York,New York,2021-02-03,36.0,2021
5066,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,2021-02-03,33.8,2021
5067,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,2021-02-03,30.7,2021
5068,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,2021-02-03,31.2,2021
5069,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,2021-02-03,33.1,2021
5070,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,2021-02-03,39.8,2021
5071,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2021-02-03,29.7,2021
5072,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,2021-02-03,31.3,2021
5073,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,2021-02-03,34.7,2021
5074,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,2021-02-03,29.6,2021
5075,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,2021-02-03,35.5,2021
5076,Symptoms of Anxiety Disorder,By State,Texas,Texas,2021-02-03,34.8,2021
5077,Symptoms of Anxiety Disorder,By State,Utah,Utah,2021-02-03,35.6,2021
5078,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,2021-02-03,36.0,2021
5079,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,2021-02-03,33.3,2021
5080,Symptoms of Anxiety Disorder,By State,Washington,Washington,2021-02-03,36.4,2021
5081,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,2021-02-03,37.2,2021
5082,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,2021-02-03,32.2,2021
5083,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,2021-02-03,25.1,2021
5084,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2021-02-03,39.3,2021
5085,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,2021-02-03,56.3,2021
5086,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,2021-02-03,44.3,2021
5087,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,2021-02-03,40.7,2021
5088,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,2021-02-03,36.9,2021
5089,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,2021-02-03,32.6,2021
5090,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,2021-02-03,24.7,2021
5091,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,2021-02-03,23.3,2021
5092,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,2021-02-03,35.5,2021
5093,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,2021-02-03,43.0,2021
5094,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-02-03,43.8,2021
5095,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-02-03,37.7,2021
5096,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-02-03,41.9,2021
5097,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-02-03,36.2,2021
5098,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-02-03,44.1,2021
5099,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2021-02-03,48.3,2021
5100,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2021-02-03,39.0,2021
5101,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2021-02-03,43.2,2021
5102,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2021-02-03,33.9,2021
5103,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,2021-02-03,40.1,2021
5104,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,2021-02-03,41.3,2021
5105,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2021-02-03,41.7,2021
5106,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2021-02-03,43.4,2021
5107,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,2021-02-03,42.1,2021
5108,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,2021-02-03,36.3,2021
5109,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,2021-02-03,40.2,2021
5110,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,2021-02-03,37.5,2021
5111,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,2021-02-03,38.6,2021
5112,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,2021-02-03,38.9,2021
5113,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,2021-02-03,38.7,2021
5114,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,2021-02-03,33.6,2021
5115,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,2021-02-03,36.9,2021
5116,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,2021-02-03,37.5,2021
5117,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,2021-02-03,37.5,2021
5118,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,2021-02-03,35.5,2021
5119,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,2021-02-03,34.5,2021
5120,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,2021-02-03,39.0,2021
5121,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,2021-02-03,42.7,2021
5122,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,2021-02-03,38.2,2021
5123,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,2021-02-03,37.3,2021
5124,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,2021-02-03,39.7,2021
5125,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,2021-02-03,39.1,2021
5126,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,2021-02-03,32.3,2021
5127,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,2021-02-03,43.3,2021
5128,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,2021-02-03,39.9,2021
5129,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,2021-02-03,32.1,2021
5130,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,2021-02-03,35.9,2021
5131,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,2021-02-03,44.0,2021
5132,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,2021-02-03,32.6,2021
5133,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,2021-02-03,38.8,2021
5134,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,2021-02-03,42.9,2021
5135,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,2021-02-03,41.8,2021
5136,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,2021-02-03,38.9,2021
5137,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,2021-02-03,35.5,2021
5138,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,2021-02-03,36.4,2021
5139,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,2021-02-03,38.7,2021
5140,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,2021-02-03,45.1,2021
5141,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,2021-02-03,35.4,2021
5142,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,2021-02-03,38.1,2021
5143,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,2021-02-03,38.8,2021
5144,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,2021-02-03,30.9,2021
5145,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,2021-02-03,40.6,2021
5146,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,2021-02-03,39.9,2021
5147,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,2021-02-03,40.2,2021
5148,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,2021-02-03,38.7,2021
5149,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,2021-02-03,38.7,2021
5150,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,2021-02-03,40.9,2021
5151,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,2021-02-03,41.8,2021
5152,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,2021-02-03,36.7,2021
5153,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,2021-02-03,29.2,2021
5154,Symptoms of Depressive Disorder,National Estimate,United States,United States,2021-02-17,27.8,2021
5155,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,2021-02-17,43.2,2021
5156,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,2021-02-17,31.7,2021
5157,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,2021-02-17,27.1,2021
5158,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,2021-02-17,27.1,2021
5159,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,2021-02-17,21.1,2021
5160,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,2021-02-17,16.9,2021
5161,Symptoms of Depressive Disorder,By Age,United States,80 years and above,2021-02-17,14.9,2021
5162,Symptoms of Depressive Disorder,By Sex,United States,Male,2021-02-17,26.7,2021
5163,Symptoms of Depressive Disorder,By Sex,United States,Female,2021-02-17,28.7,2021
5164,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-02-17,29.5,2021
5165,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-02-17,26.6,2021
5166,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-02-17,31.3,2021
5167,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-02-17,25.2,2021
5168,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-02-17,35.0,2021
5169,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2021-02-17,35.1,2021
5170,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2021-02-17,30.0,2021
5171,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2021-02-17,31.6,2021
5172,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,2021-02-17,20.6,2021
5173,Symptoms of Depressive Disorder,By State,Alabama,Alabama,2021-02-17,27.6,2021
5174,Symptoms of Depressive Disorder,By State,Alaska,Alaska,2021-02-17,22.0,2021
5175,Symptoms of Depressive Disorder,By State,Arizona,Arizona,2021-02-17,28.7,2021
5176,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,2021-02-17,28.2,2021
5177,Symptoms of Depressive Disorder,By State,California,California,2021-02-17,29.5,2021
5178,Symptoms of Depressive Disorder,By State,Colorado,Colorado,2021-02-17,28.1,2021
5179,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,2021-02-17,28.1,2021
5180,Symptoms of Depressive Disorder,By State,Delaware,Delaware,2021-02-17,21.6,2021
5181,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,2021-02-17,21.3,2021
5182,Symptoms of Depressive Disorder,By State,Florida,Florida,2021-02-17,27.8,2021
5183,Symptoms of Depressive Disorder,By State,Georgia,Georgia,2021-02-17,28.3,2021
5184,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,2021-02-17,22.3,2021
5185,Symptoms of Depressive Disorder,By State,Idaho,Idaho,2021-02-17,24.1,2021
5186,Symptoms of Depressive Disorder,By State,Illinois,Illinois,2021-02-17,27.4,2021
5187,Symptoms of Depressive Disorder,By State,Indiana,Indiana,2021-02-17,26.9,2021
5188,Symptoms of Depressive Disorder,By State,Iowa,Iowa,2021-02-17,25.3,2021
5189,Symptoms of Depressive Disorder,By State,Kansas,Kansas,2021-02-17,22.9,2021
5190,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,2021-02-17,34.0,2021
5191,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,2021-02-17,31.9,2021
5192,Symptoms of Depressive Disorder,By State,Maine,Maine,2021-02-17,25.9,2021
5193,Symptoms of Depressive Disorder,By State,Maryland,Maryland,2021-02-17,25.0,2021
5194,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,2021-02-17,29.3,2021
5195,Symptoms of Depressive Disorder,By State,Michigan,Michigan,2021-02-17,26.9,2021
5196,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,2021-02-17,18.3,2021
5197,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,2021-02-17,32.9,2021
5198,Symptoms of Depressive Disorder,By State,Missouri,Missouri,2021-02-17,27.2,2021
5199,Symptoms of Depressive Disorder,By State,Montana,Montana,2021-02-17,23.5,2021
5200,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,2021-02-17,18.8,2021
5201,Symptoms of Depressive Disorder,By State,Nevada,Nevada,2021-02-17,36.1,2021
5202,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,2021-02-17,23.5,2021
5203,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,2021-02-17,26.5,2021
5204,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,2021-02-17,32.0,2021
5205,Symptoms of Depressive Disorder,By State,New York,New York,2021-02-17,28.2,2021
5206,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,2021-02-17,30.3,2021
5207,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,2021-02-17,20.3,2021
5208,Symptoms of Depressive Disorder,By State,Ohio,Ohio,2021-02-17,29.1,2021
5209,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,2021-02-17,29.5,2021
5210,Symptoms of Depressive Disorder,By State,Oregon,Oregon,2021-02-17,29.7,2021
5211,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,2021-02-17,27.4,2021
5212,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,2021-02-17,26.5,2021
5213,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,2021-02-17,29.6,2021
5214,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,2021-02-17,20.2,2021
5215,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,2021-02-17,31.2,2021
5216,Symptoms of Depressive Disorder,By State,Texas,Texas,2021-02-17,27.6,2021
5217,Symptoms of Depressive Disorder,By State,Utah,Utah,2021-02-17,25.4,2021
5218,Symptoms of Depressive Disorder,By State,Vermont,Vermont,2021-02-17,25.7,2021
5219,Symptoms of Depressive Disorder,By State,Virginia,Virginia,2021-02-17,25.3,2021
5220,Symptoms of Depressive Disorder,By State,Washington,Washington,2021-02-17,27.8,2021
5221,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,2021-02-17,29.0,2021
5222,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,2021-02-17,20.7,2021
5223,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,2021-02-17,28.3,2021
5224,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2021-02-17,33.4,2021
5225,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,2021-02-17,47.4,2021
5226,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,2021-02-17,38.9,2021
5227,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,2021-02-17,35.6,2021
5228,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,2021-02-17,32.3,2021
5229,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,2021-02-17,25.8,2021
5230,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,2021-02-17,19.6,2021
5231,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,2021-02-17,18.1,2021
5232,Symptoms of Anxiety Disorder,By Sex,United States,Male,2021-02-17,29.6,2021
5233,Symptoms of Anxiety Disorder,By Sex,United States,Female,2021-02-17,36.8,2021
5234,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-02-17,36.9,2021
5235,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-02-17,32.1,2021
5236,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-02-17,35.5,2021
5237,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-02-17,27.6,2021
5238,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-02-17,42.8,2021
5239,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,2021-02-17,39.2,2021
5240,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,2021-02-17,33.4,2021
5241,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,2021-02-17,37.4,2021
5242,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2021-02-17,28.2,2021
5243,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,2021-02-17,30.0,2021
5244,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,2021-02-17,31.9,2021
5245,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,2021-02-17,31.6,2021
5246,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,2021-02-17,33.7,2021
5247,Symptoms of Anxiety Disorder,By State,California,California,2021-02-17,35.9,2021
5248,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,2021-02-17,31.8,2021
5249,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,2021-02-17,35.8,2021
5250,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,2021-02-17,30.3,2021
5251,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,2021-02-17,34.5,2021
5252,Symptoms of Anxiety Disorder,By State,Florida,Florida,2021-02-17,32.2,2021
5253,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,2021-02-17,34.7,2021
5254,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,2021-02-17,31.9,2021
5255,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,2021-02-17,30.2,2021
5256,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,2021-02-17,34.2,2021
5257,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,2021-02-17,33.9,2021
5258,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,2021-02-17,29.1,2021
5259,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,2021-02-17,27.6,2021
5260,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,2021-02-17,40.1,2021
5261,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,2021-02-17,39.0,2021
5262,Symptoms of Anxiety Disorder,By State,Maine,Maine,2021-02-17,33.4,2021
5263,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,2021-02-17,32.3,2021
5264,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,2021-02-17,33.4,2021
5265,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,2021-02-17,32.7,2021
5266,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,2021-02-17,25.0,2021
5267,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,2021-02-17,40.5,2021
5268,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,2021-02-17,34.4,2021
5269,Symptoms of Anxiety Disorder,By State,Montana,Montana,2021-02-17,25.2,2021
5270,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,2021-02-17,21.4,2021
5271,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,2021-02-17,40.9,2021
5272,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,2021-02-17,26.6,2021
5273,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,2021-02-17,33.1,2021
5274,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,2021-02-17,33.5,2021
5275,Symptoms of Anxiety Disorder,By State,New York,New York,2021-02-17,32.7,2021
5276,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,2021-02-17,33.0,2021
5277,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,2021-02-17,25.3,2021
5278,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,2021-02-17,33.7,2021
5279,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,2021-02-17,36.1,2021
5280,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,2021-02-17,35.5,2021
5281,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2021-02-17,32.6,2021
5282,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,2021-02-17,32.8,2021
5283,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,2021-02-17,27.9,2021
5284,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,2021-02-17,26.8,2021
5285,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,2021-02-17,37.6,2021
5286,Symptoms of Anxiety Disorder,By State,Texas,Texas,2021-02-17,34.8,2021
5287,Symptoms of Anxiety Disorder,By State,Utah,Utah,2021-02-17,32.4,2021
5288,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,2021-02-17,29.0,2021
5289,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,2021-02-17,31.9,2021
5290,Symptoms of Anxiety Disorder,By State,Washington,Washington,2021-02-17,34.2,2021
5291,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,2021-02-17,33.3,2021
5292,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,2021-02-17,26.4,2021
5293,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,2021-02-17,33.2,2021
5294,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2021-02-17,38.9,2021
5295,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,2021-02-17,56.1,2021
5296,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,2021-02-17,45.0,2021
5297,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,2021-02-17,39.8,2021
5298,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,2021-02-17,37.2,2021
5299,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,2021-02-17,30.4,2021
5300,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,2021-02-17,24.3,2021
5301,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,2021-02-17,22.4,2021
5302,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,2021-02-17,35.5,2021
5303,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,2021-02-17,42.0,2021
5304,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-02-17,42.9,2021
5305,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-02-17,37.4,2021
5306,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-02-17,41.5,2021
5307,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-02-17,33.8,2021
5308,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-02-17,48.6,2021
5309,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2021-02-17,46.0,2021
5310,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2021-02-17,39.7,2021
5311,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2021-02-17,43.5,2021
5312,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2021-02-17,32.3,2021
5313,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,2021-02-17,36.5,2021
5314,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,2021-02-17,35.6,2021
5315,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2021-02-17,38.9,2021
5316,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2021-02-17,39.7,2021
5317,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,2021-02-17,41.5,2021
5318,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,2021-02-17,37.6,2021
5319,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,2021-02-17,40.6,2021
5320,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,2021-02-17,33.7,2021
5321,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,2021-02-17,36.4,2021
5322,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,2021-02-17,38.5,2021
5323,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,2021-02-17,40.7,2021
5324,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,2021-02-17,34.6,2021
5325,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,2021-02-17,35.9,2021
5326,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,2021-02-17,38.2,2021
5327,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,2021-02-17,38.8,2021
5328,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,2021-02-17,34.3,2021
5329,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,2021-02-17,31.5,2021
5330,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,2021-02-17,45.9,2021
5331,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,2021-02-17,42.5,2021
