Mental_indicator,Group_name,Subgroup,Time_Period,Percentage,Risk,year
Symptoms of Anxiety Disorder,By State,Louisiana,2020-07-02,38.6,Extreme,2020
Symptoms of Anxiety Disorder,By State,Maine,2020-07-02,32.8,High,2020
Symptoms of Anxiety Disorder,By State,Maryland,2020-07-02,32.2,High,2020
Symptoms of Anxiety Disorder,By State,Massachusetts,2020-07-02,30.1,High,2020
Symptoms of Anxiety Disorder,By State,Michigan,2020-07-02,31.1,High,2020
Symptoms of Anxiety Disorder,By State,Minnesota,2020-07-02,27.6,Moderate,2020
Symptoms of Anxiety Disorder,By State,Mississippi,2020-07-02,40.2,Extreme,2020
Symptoms of Anxiety Disorder,By State,Missouri,2020-07-02,35.3,Extreme,2020
Symptoms of Anxiety Disorder,By State,Montana,2020-07-02,31.7,High,2020
Symptoms of Anxiety Disorder,By State,Nebraska,2020-07-02,25.7,Moderate,2020
Symptoms of Anxiety Disorder,By State,Nevada,2020-07-02,40.6,Extreme,2020
Symptoms of Anxiety Disorder,By State,New Hampshire,2020-07-02,32.5,High,2020
Symptoms of Anxiety Disorder,By State,New Jersey,2020-07-02,33.6,High,2020
Symptoms of Anxiety Disorder,By State,New Mexico,2020-07-02,38.1,Extreme,2020
Symptoms of Anxiety Disorder,By State,New York,2020-07-02,34.7,High,2020
Symptoms of Anxiety Disorder,By State,North Carolina,2020-07-02,33.4,High,2020
Symptoms of Anxiety Disorder,By State,North Dakota,2020-07-02,29.1,Moderate,2020
Symptoms of Anxiety Disorder,By State,Ohio,2020-07-02,31.9,High,2020
Symptoms of Anxiety Disorder,By State,Oklahoma,2020-07-02,39.4,Extreme,2020
Symptoms of Anxiety Disorder,By State,Oregon,2020-07-02,35.4,Extreme,2020
Symptoms of Anxiety Disorder,By State,Pennsylvania,2020-07-02,33.2,High,2020
Symptoms of Anxiety Disorder,By State,Rhode Island,2020-07-02,31.4,High,2020
Symptoms of Anxiety Disorder,By State,South Carolina,2020-07-02,31.4,High,2020
Symptoms of Anxiety Disorder,By State,South Dakota,2020-07-02,31.3,High,2020
Symptoms of Anxiety Disorder,By State,Tennessee,2020-07-02,34.6,High,2020
Symptoms of Anxiety Disorder,By State,Texas,2020-07-02,36.1,Extreme,2020
Symptoms of Anxiety Disorder,By State,Utah,2020-07-02,29.1,Moderate,2020
Symptoms of Anxiety Disorder,By State,Vermont,2020-07-02,29.2,Moderate,2020
Symptoms of Anxiety Disorder,By State,Virginia,2020-07-02,29.5,Moderate,2020
Symptoms of Anxiety Disorder,By State,Washington,2020-07-02,37.5,Extreme,2020
Symptoms of Anxiety Disorder,By State,West Virginia,2020-07-02,31.9,High,2020
Symptoms of Anxiety Disorder,By State,Wisconsin,2020-07-02,30.7,High,2020
Symptoms of Anxiety Disorder,By State,Wyoming,2020-07-02,31.5,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,2020-07-02,39.6,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,2020-07-02,32.9,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,2020-07-02,42.4,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,2020-07-02,41.2,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,2020-07-02,39.4,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,2020-07-02,42.4,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,2020-07-02,39.0,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,2020-07-02,31.5,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,2020-07-02,37.8,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,2020-07-02,42.0,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,2020-07-02,38.0,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,2020-07-02,37.1,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,2020-07-02,37.7,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,2020-07-02,39.4,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,2020-07-02,39.0,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,2020-07-02,31.6,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,2020-07-02,35.8,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,2020-07-02,39.9,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,2020-07-02,44.8,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,2020-07-02,36.3,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,2020-07-02,36.1,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,2020-07-02,33.4,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,2020-07-02,36.7,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,2020-07-02,31.1,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,2020-07-02,43.7,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,2020-07-02,40.6,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,2020-07-02,34.3,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,2020-07-02,30.9,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,2020-07-02,44.8,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,2020-07-02,35.7,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,2020-07-02,38.2,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,2020-07-02,43.3,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,2020-07-02,39.7,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,2020-07-02,38.4,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,2020-07-02,32.6,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,2020-07-02,34.9,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,2020-07-02,42.9,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,2020-07-02,39.7,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,2020-07-02,37.2,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,2020-07-02,34.8,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,2020-07-02,38.6,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,2020-07-02,35.2,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,2020-07-02,41.9,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,2020-07-02,41.6,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,2020-07-02,34.7,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,2020-07-02,32.2,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,2020-07-02,38.5,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,2020-07-02,42.0,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,2020-07-02,34.6,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,2020-07-02,34.1,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,2020-07-02,36.0,Extreme,2020
Symptoms of Depressive Disorder,By State,Alabama,2020-07-09,30.4,High,2020
Symptoms of Depressive Disorder,By State,Alaska,2020-07-09,27.4,Moderate,2020
Symptoms of Depressive Disorder,By State,Arizona,2020-07-09,33.9,High,2020
Symptoms of Depressive Disorder,By State,Arkansas,2020-07-09,34.8,High,2020
Symptoms of Depressive Disorder,By State,California,2020-07-09,31.8,High,2020
Symptoms of Depressive Disorder,By State,Colorado,2020-07-09,26.1,Moderate,2020
Symptoms of Depressive Disorder,By State,Connecticut,2020-07-09,26.7,Moderate,2020
Symptoms of Depressive Disorder,By State,Delaware,2020-07-09,23.3,Mild,2020
Symptoms of Depressive Disorder,By State,District of Columbia,2020-07-09,20.8,Mild,2020
Symptoms of Depressive Disorder,By State,Florida,2020-07-09,31.7,High,2020
Symptoms of Depressive Disorder,By State,Georgia,2020-07-09,29.0,Moderate,2020
Symptoms of Depressive Disorder,By State,Hawaii,2020-07-09,28.3,Moderate,2020
Symptoms of Depressive Disorder,By State,Idaho,2020-07-09,27.5,Moderate,2020
Symptoms of Depressive Disorder,By State,Illinois,2020-07-09,23.7,Mild,2020
Symptoms of Depressive Disorder,By State,Indiana,2020-07-09,29.4,Moderate,2020
Symptoms of Depressive Disorder,By State,Iowa,2020-07-09,17.7,Mild,2020
Symptoms of Depressive Disorder,By State,Kansas,2020-07-09,24.8,Moderate,2020
Symptoms of Depressive Disorder,By State,Kentucky,2020-07-09,30.7,High,2020
Symptoms of Depressive Disorder,By State,Louisiana,2020-07-09,31.1,High,2020
Symptoms of Depressive Disorder,By State,Maine,2020-07-09,22.4,Mild,2020
Symptoms of Depressive Disorder,By State,Maryland,2020-07-09,22.2,Mild,2020
Symptoms of Depressive Disorder,By State,Massachusetts,2020-07-09,23.8,Mild,2020
Symptoms of Depressive Disorder,By State,Michigan,2020-07-09,23.0,Mild,2020
Symptoms of Depressive Disorder,By State,Minnesota,2020-07-09,22.0,Mild,2020
Symptoms of Depressive Disorder,By State,Mississippi,2020-07-09,36.1,Extreme,2020
Symptoms of Depressive Disorder,By State,Missouri,2020-07-09,25.8,Moderate,2020
Symptoms of Depressive Disorder,By State,Montana,2020-07-09,28.5,Moderate,2020
Symptoms of Depressive Disorder,By State,Nebraska,2020-07-09,26.4,Moderate,2020
Symptoms of Depressive Disorder,By State,Nevada,2020-07-09,33.3,High,2020
Symptoms of Depressive Disorder,By State,New Hampshire,2020-07-09,28.7,Moderate,2020
Symptoms of Depressive Disorder,By State,New Jersey,2020-07-09,28.7,Moderate,2020
Symptoms of Depressive Disorder,By State,New Mexico,2020-07-09,30.1,High,2020
Symptoms of Depressive Disorder,By State,New York,2020-07-09,25.0,Moderate,2020
Symptoms of Depressive Disorder,By State,North Carolina,2020-07-09,26.4,Moderate,2020
Symptoms of Depressive Disorder,By State,North Dakota,2020-07-09,25.2,Moderate,2020
Symptoms of Depressive Disorder,By State,Ohio,2020-07-09,21.2,Mild,2020
Symptoms of Depressive Disorder,By State,Oklahoma,2020-07-09,30.8,High,2020
Symptoms of Depressive Disorder,By State,Oregon,2020-07-09,31.7,High,2020
Symptoms of Depressive Disorder,By State,Pennsylvania,2020-07-09,27.5,Moderate,2020
Symptoms of Depressive Disorder,By State,Rhode Island,2020-07-09,31.1,High,2020
Symptoms of Depressive Disorder,By State,South Carolina,2020-07-09,25.3,Moderate,2020
Symptoms of Depressive Disorder,By State,South Dakota,2020-07-09,24.1,Mild,2020
Symptoms of Depressive Disorder,By State,Tennessee,2020-07-09,31.4,High,2020
Symptoms of Depressive Disorder,By State,Texas,2020-07-09,32.2,High,2020
Symptoms of Depressive Disorder,By State,Utah,2020-07-09,24.2,Mild,2020
Symptoms of Depressive Disorder,By State,Vermont,2020-07-09,20.7,Mild,2020
Symptoms of Depressive Disorder,By State,Virginia,2020-07-09,24.0,Mild,2020
Symptoms of Depressive Disorder,By State,Washington,2020-07-09,27.2,Moderate,2020
Symptoms of Depressive Disorder,By State,West Virginia,2020-07-09,29.4,Moderate,2020
Symptoms of Depressive Disorder,By State,Wisconsin,2020-07-09,24.6,Mild,2020
Symptoms of Depressive Disorder,By State,Wyoming,2020-07-09,21.7,Mild,2020
Symptoms of Anxiety Disorder,By State,Alabama,2020-07-09,34.9,High,2020
Symptoms of Anxiety Disorder,By State,Alaska,2020-07-09,35.1,High,2020
Symptoms of Anxiety Disorder,By State,Arizona,2020-07-09,39.9,Extreme,2020
Symptoms of Anxiety Disorder,By State,Arkansas,2020-07-09,40.0,Extreme,2020
Symptoms of Anxiety Disorder,By State,California,2020-07-09,39.1,Extreme,2020
Symptoms of Anxiety Disorder,By State,Colorado,2020-07-09,35.2,Extreme,2020
Symptoms of Anxiety Disorder,By State,Connecticut,2020-07-09,31.0,High,2020
Symptoms of Anxiety Disorder,By State,Delaware,2020-07-09,31.0,High,2020
Symptoms of Anxiety Disorder,By State,District of Columbia,2020-07-09,23.8,Mild,2020
Symptoms of Anxiety Disorder,By State,Florida,2020-07-09,39.0,Extreme,2020
Symptoms of Anxiety Disorder,By State,Georgia,2020-07-09,37.1,Extreme,2020
Symptoms of Anxiety Disorder,By State,Hawaii,2020-07-09,31.4,High,2020
Symptoms of Anxiety Disorder,By State,Idaho,2020-07-09,32.4,High,2020
Symptoms of Anxiety Disorder,By State,Illinois,2020-07-09,28.9,Moderate,2020
Symptoms of Anxiety Disorder,By State,Indiana,2020-07-09,36.8,Extreme,2020
Symptoms of Anxiety Disorder,By State,Iowa,2020-07-09,25.2,Moderate,2020
Symptoms of Anxiety Disorder,By State,Kansas,2020-07-09,28.8,Moderate,2020
Symptoms of Anxiety Disorder,By State,Kentucky,2020-07-09,37.8,Extreme,2020
Symptoms of Anxiety Disorder,By State,Louisiana,2020-07-09,40.6,Extreme,2020
Symptoms of Anxiety Disorder,By State,Maine,2020-07-09,26.9,Moderate,2020
Symptoms of Anxiety Disorder,By State,Maryland,2020-07-09,29.9,High,2020
Symptoms of Anxiety Disorder,By State,Massachusetts,2020-07-09,34.2,High,2020
Symptoms of Anxiety Disorder,By State,Michigan,2020-07-09,31.7,High,2020
Symptoms of Anxiety Disorder,By State,Minnesota,2020-07-09,27.5,Moderate,2020
Symptoms of Anxiety Disorder,By State,Mississippi,2020-07-09,38.0,Extreme,2020
Symptoms of Anxiety Disorder,By State,Missouri,2020-07-09,35.3,Extreme,2020
Symptoms of Anxiety Disorder,By State,Montana,2020-07-09,35.6,Extreme,2020
Symptoms of Anxiety Disorder,By State,Nebraska,2020-07-09,31.3,High,2020
Symptoms of Anxiety Disorder,By State,Nevada,2020-07-09,42.8,Extreme,2020
Symptoms of Anxiety Disorder,By State,New Hampshire,2020-07-09,28.9,Moderate,2020
Symptoms of Anxiety Disorder,By State,New Jersey,2020-07-09,37.1,Extreme,2020
Symptoms of Anxiety Disorder,By State,New Mexico,2020-07-09,38.6,Extreme,2020
Symptoms of Anxiety Disorder,By State,New York,2020-07-09,34.2,High,2020
Symptoms of Anxiety Disorder,By State,North Carolina,2020-07-09,34.0,High,2020
Symptoms of Anxiety Disorder,By State,North Dakota,2020-07-09,30.5,High,2020
Symptoms of Anxiety Disorder,By State,Ohio,2020-07-09,31.7,High,2020
Symptoms of Anxiety Disorder,By State,Oklahoma,2020-07-09,40.1,Extreme,2020
Symptoms of Anxiety Disorder,By State,Oregon,2020-07-09,38.6,Extreme,2020
Symptoms of Anxiety Disorder,By State,Pennsylvania,2020-07-09,34.2,High,2020
Symptoms of Anxiety Disorder,By State,Rhode Island,2020-07-09,36.5,Extreme,2020
Symptoms of Anxiety Disorder,By State,South Carolina,2020-07-09,30.7,High,2020
Symptoms of Anxiety Disorder,By State,South Dakota,2020-07-09,32.6,High,2020
Symptoms of Anxiety Disorder,By State,Tennessee,2020-07-09,38.2,Extreme,2020
Symptoms of Anxiety Disorder,By State,Texas,2020-07-09,40.6,Extreme,2020
Symptoms of Anxiety Disorder,By State,Utah,2020-07-09,29.5,Moderate,2020
Symptoms of Anxiety Disorder,By State,Vermont,2020-07-09,33.4,High,2020
Symptoms of Anxiety Disorder,By State,Virginia,2020-07-09,32.6,High,2020
Symptoms of Anxiety Disorder,By State,Washington,2020-07-09,35.7,Extreme,2020
Symptoms of Anxiety Disorder,By State,West Virginia,2020-07-09,36.1,Extreme,2020
Symptoms of Anxiety Disorder,By State,Wisconsin,2020-07-09,31.1,High,2020
Symptoms of Anxiety Disorder,By State,Wyoming,2020-07-09,29.4,Moderate,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,2020-07-09,40.1,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,2020-07-09,39.6,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,2020-07-09,44.2,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,2020-07-09,45.1,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,2020-07-09,44.5,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,2020-07-09,39.2,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,2020-07-09,35.7,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,2020-07-09,34.4,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,2020-07-09,28.0,Moderate,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,2020-07-09,43.6,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,2020-07-09,43.6,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,2020-07-09,36.7,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,2020-07-09,37.3,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,2020-07-09,34.0,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,2020-07-09,40.7,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,2020-07-09,28.9,Moderate,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,2020-07-09,35.2,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,2020-07-09,42.2,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,2020-07-09,45.4,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,2020-07-09,33.0,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,2020-07-09,33.6,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,2020-07-09,38.2,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,2020-07-09,35.6,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,2020-07-09,31.5,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,2020-07-09,46.5,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,2020-07-09,38.7,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,2020-07-09,40.2,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,2020-07-09,34.1,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,2020-07-09,46.4,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,2020-07-09,35.1,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,2020-07-09,42.0,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,2020-07-09,41.7,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,2020-07-09,38.3,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,2020-07-09,38.3,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,2020-07-09,33.3,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,2020-07-09,34.8,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,2020-07-09,44.7,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,2020-07-09,43.9,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,2020-07-09,40.3,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,2020-07-09,42.0,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,2020-07-09,34.3,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,2020-07-09,34.7,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,2020-07-09,41.9,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,2020-07-09,45.9,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,2020-07-09,34.3,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,2020-07-09,35.4,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,2020-07-09,35.2,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,2020-07-09,40.5,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,2020-07-09,40.9,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,2020-07-09,36.6,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,2020-07-09,33.0,High,2020
Symptoms of Depressive Disorder,By State,Alabama,2020-07-16,32.7,High,2020
Symptoms of Depressive Disorder,By State,Alaska,2020-07-16,27.4,Moderate,2020
Symptoms of Depressive Disorder,By State,Arizona,2020-07-16,34.3,High,2020
Symptoms of Depressive Disorder,By State,Arkansas,2020-07-16,33.7,High,2020
Symptoms of Depressive Disorder,By State,California,2020-07-16,31.2,High,2020
Symptoms of Depressive Disorder,By State,Colorado,2020-07-16,29.1,Moderate,2020
Symptoms of Depressive Disorder,By State,Connecticut,2020-07-16,25.9,Moderate,2020
Symptoms of Depressive Disorder,By State,Delaware,2020-07-16,26.5,Moderate,2020
Symptoms of Depressive Disorder,By State,District of Columbia,2020-07-16,23.8,Mild,2020
Symptoms of Depressive Disorder,By State,Florida,2020-07-16,30.7,High,2020
Symptoms of Depressive Disorder,By State,Georgia,2020-07-16,29.7,Moderate,2020
Symptoms of Depressive Disorder,By State,Hawaii,2020-07-16,29.3,Moderate,2020
Symptoms of Depressive Disorder,By State,Idaho,2020-07-16,34.2,High,2020
Symptoms of Depressive Disorder,By State,Illinois,2020-07-16,29.5,Moderate,2020
Symptoms of Depressive Disorder,By State,Indiana,2020-07-16,32.0,High,2020
Symptoms of Depressive Disorder,By State,Iowa,2020-07-16,25.3,Moderate,2020
Symptoms of Depressive Disorder,By State,Kansas,2020-07-16,30.5,High,2020
Symptoms of Depressive Disorder,By State,Kentucky,2020-07-16,30.6,High,2020
Symptoms of Depressive Disorder,By State,Louisiana,2020-07-16,31.7,High,2020
Symptoms of Depressive Disorder,By State,Maine,2020-07-16,25.3,Moderate,2020
Symptoms of Depressive Disorder,By State,Maryland,2020-07-16,29.5,Moderate,2020
Symptoms of Depressive Disorder,By State,Massachusetts,2020-07-16,23.7,Mild,2020
Symptoms of Depressive Disorder,By State,Michigan,2020-07-16,28.6,Moderate,2020
Symptoms of Depressive Disorder,By State,Minnesota,2020-07-16,24.2,Mild,2020
Symptoms of Depressive Disorder,By State,Mississippi,2020-07-16,36.5,Extreme,2020
Symptoms of Depressive Disorder,By State,Missouri,2020-07-16,24.8,Moderate,2020
Symptoms of Depressive Disorder,By State,Montana,2020-07-16,28.4,Moderate,2020
Symptoms of Depressive Disorder,By State,Nebraska,2020-07-16,25.2,Moderate,2020
Symptoms of Depressive Disorder,By State,Nevada,2020-07-16,38.6,Extreme,2020
Symptoms of Depressive Disorder,By State,New Hampshire,2020-07-16,28.8,Moderate,2020
Symptoms of Depressive Disorder,By State,New Jersey,2020-07-16,26.8,Moderate,2020
Symptoms of Depressive Disorder,By State,New Mexico,2020-07-16,37.6,Extreme,2020
Symptoms of Depressive Disorder,By State,New York,2020-07-16,29.3,Moderate,2020
Symptoms of Depressive Disorder,By State,North Carolina,2020-07-16,30.5,High,2020
Symptoms of Depressive Disorder,By State,North Dakota,2020-07-16,26.8,Moderate,2020
Symptoms of Depressive Disorder,By State,Ohio,2020-07-16,24.9,Moderate,2020
Symptoms of Depressive Disorder,By State,Oklahoma,2020-07-16,33.5,High,2020
Symptoms of Depressive Disorder,By State,Oregon,2020-07-16,36.4,Extreme,2020
Symptoms of Depressive Disorder,By State,Pennsylvania,2020-07-16,20.5,Mild,2020
Symptoms of Depressive Disorder,By State,Rhode Island,2020-07-16,25.9,Moderate,2020
Symptoms of Depressive Disorder,By State,South Carolina,2020-07-16,32.3,High,2020
Symptoms of Depressive Disorder,By State,South Dakota,2020-07-16,27.6,Moderate,2020
Symptoms of Depressive Disorder,By State,Tennessee,2020-07-16,33.7,High,2020
Symptoms of Depressive Disorder,By State,Texas,2020-07-16,32.4,High,2020
Symptoms of Depressive Disorder,By State,Utah,2020-07-16,28.5,Moderate,2020
Symptoms of Depressive Disorder,By State,Vermont,2020-07-16,21.4,Mild,2020
Symptoms of Depressive Disorder,By State,Virginia,2020-07-16,27.0,Moderate,2020
Symptoms of Depressive Disorder,By State,Washington,2020-07-16,32.2,High,2020
Symptoms of Depressive Disorder,By State,West Virginia,2020-07-16,28.0,Moderate,2020
Symptoms of Depressive Disorder,By State,Wisconsin,2020-07-16,23.9,Mild,2020
Symptoms of Depressive Disorder,By State,Wyoming,2020-07-16,31.6,High,2020
Symptoms of Anxiety Disorder,By State,Alabama,2020-07-16,39.9,Extreme,2020
Symptoms of Anxiety Disorder,By State,Alaska,2020-07-16,33.8,High,2020
Symptoms of Anxiety Disorder,By State,Arizona,2020-07-16,41.3,Extreme,2020
Symptoms of Anxiety Disorder,By State,Arkansas,2020-07-16,36.8,Extreme,2020
Symptoms of Anxiety Disorder,By State,California,2020-07-16,38.9,Extreme,2020
Symptoms of Anxiety Disorder,By State,Colorado,2020-07-16,38.0,Extreme,2020
Symptoms of Anxiety Disorder,By State,Connecticut,2020-07-16,30.4,High,2020
Symptoms of Anxiety Disorder,By State,Delaware,2020-07-16,29.0,Moderate,2020
Symptoms of Anxiety Disorder,By State,District of Columbia,2020-07-16,33.9,High,2020
Symptoms of Anxiety Disorder,By State,Florida,2020-07-16,35.1,High,2020
Symptoms of Anxiety Disorder,By State,Georgia,2020-07-16,35.5,Extreme,2020
Symptoms of Anxiety Disorder,By State,Hawaii,2020-07-16,37.2,Extreme,2020
Symptoms of Anxiety Disorder,By State,Idaho,2020-07-16,37.3,Extreme,2020
Symptoms of Anxiety Disorder,By State,Illinois,2020-07-16,38.0,Extreme,2020
Symptoms of Anxiety Disorder,By State,Indiana,2020-07-16,36.8,Extreme,2020
Symptoms of Anxiety Disorder,By State,Iowa,2020-07-16,31.3,High,2020
Symptoms of Anxiety Disorder,By State,Kansas,2020-07-16,34.8,High,2020
Symptoms of Anxiety Disorder,By State,Kentucky,2020-07-16,35.9,Extreme,2020
Symptoms of Anxiety Disorder,By State,Louisiana,2020-07-16,38.5,Extreme,2020
Symptoms of Anxiety Disorder,By State,Maine,2020-07-16,35.7,Extreme,2020
Symptoms of Anxiety Disorder,By State,Maryland,2020-07-16,33.2,High,2020
Symptoms of Anxiety Disorder,By State,Massachusetts,2020-07-16,31.1,High,2020
