Mental_indicator,Group_name,Subgroup,Time_Period,Percentage,Risk
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-10-28,34.0,High
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-10-28,21.8,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-10-28,33.4,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-10-28,41.8,Extreme
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2020-10-28,35.0,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2020-10-28,38.3,Extreme
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2020-10-28,27.7,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-10-28,42.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-10-28,48.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2020-10-28,39.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-10-28,45.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-10-28,32.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-10-28,48.5,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-11-11,32.5,High
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2020-11-11,27.0,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-11-11,31.4,High
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-11-11,23.2,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-11-11,38.5,Extreme
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-11-11,42.2,Extreme
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2020-11-11,36.2,Extreme
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2020-11-11,37.2,Extreme
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2020-11-11,26.8,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-11-11,47.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-11-11,48.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2020-11-11,41.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-11-11,43.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-11-11,32.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-11-11,52.6,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-11-25,33.1,High
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2020-11-25,27.2,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-11-25,32.2,High
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-11-25,25.7,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-11-25,35.0,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-11-25,41.8,Extreme
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2020-11-25,34.6,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2020-11-25,36.9,Extreme
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2020-11-25,29.7,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-11-25,44.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-11-25,48.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2020-11-25,39.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-11-25,42.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-11-25,35.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-11-25,49.8,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-12-09,33.0,High
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2020-12-09,28.8,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-12-09,35.2,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-12-09,24.0,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-12-09,37.3,Extreme
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-12-09,39.8,Extreme
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2020-12-09,35.8,Extreme
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2020-12-09,41.1,Extreme
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2020-12-09,26.5,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-12-09,44.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-12-09,46.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2020-12-09,40.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-12-09,48.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-12-09,33.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-12-09,48.9,Extreme
