Mental_indicator,Group_name,Subgroup,Time_Period,Percentage,Risk
Symptoms of Depressive Disorder,By State,Arkansas,2021-03-03,35.0,High
Symptoms of Depressive Disorder,By State,California,2021-03-03,28.5,Moderate
Symptoms of Depressive Disorder,By State,Colorado,2021-03-03,27.0,Moderate
Symptoms of Depressive Disorder,By State,Connecticut,2021-03-03,21.6,Mild
Symptoms of Depressive Disorder,By State,Delaware,2021-03-03,20.8,Mild
Symptoms of Depressive Disorder,By State,District of Columbia,2021-03-03,25.9,Moderate
Symptoms of Depressive Disorder,By State,Florida,2021-03-03,28.1,Moderate
Symptoms of Depressive Disorder,By State,Georgia,2021-03-03,24.6,Mild
Symptoms of Depressive Disorder,By State,Hawaii,2021-03-03,22.3,Mild
Symptoms of Depressive Disorder,By State,Idaho,2021-03-03,21.6,Mild
Symptoms of Depressive Disorder,By State,Illinois,2021-03-03,27.5,Moderate
Symptoms of Depressive Disorder,By State,Indiana,2021-03-03,24.9,Moderate
Symptoms of Depressive Disorder,By State,Iowa,2021-03-03,24.5,Mild
Symptoms of Depressive Disorder,By State,Kansas,2021-03-03,27.2,Moderate
Symptoms of Depressive Disorder,By State,Kentucky,2021-03-03,30.5,High
Symptoms of Depressive Disorder,By State,Louisiana,2021-03-03,31.9,High
Symptoms of Depressive Disorder,By State,Maine,2021-03-03,28.3,Moderate
Symptoms of Depressive Disorder,By State,Maryland,2021-03-03,24.3,Mild
Symptoms of Depressive Disorder,By State,Massachusetts,2021-03-03,24.1,Mild
Symptoms of Depressive Disorder,By State,Michigan,2021-03-03,24.7,Mild
Symptoms of Depressive Disorder,By State,Minnesota,2021-03-03,23.1,Mild
Symptoms of Depressive Disorder,By State,Mississippi,2021-03-03,32.1,High
Symptoms of Depressive Disorder,By State,Missouri,2021-03-03,26.2,Moderate
Symptoms of Depressive Disorder,By State,Montana,2021-03-03,21.5,Mild
Symptoms of Depressive Disorder,By State,Nebraska,2021-03-03,22.9,Mild
Symptoms of Depressive Disorder,By State,Nevada,2021-03-03,25.4,Moderate
Symptoms of Depressive Disorder,By State,New Hampshire,2021-03-03,21.7,Mild
Symptoms of Depressive Disorder,By State,New Jersey,2021-03-03,24.9,Moderate
Symptoms of Depressive Disorder,By State,New Mexico,2021-03-03,27.6,Moderate
Symptoms of Depressive Disorder,By State,New York,2021-03-03,24.7,Mild
Symptoms of Depressive Disorder,By State,North Carolina,2021-03-03,22.2,Mild
Symptoms of Depressive Disorder,By State,North Dakota,2021-03-03,20.0,Mild
Symptoms of Depressive Disorder,By State,Ohio,2021-03-03,30.6,High
Symptoms of Depressive Disorder,By State,Oklahoma,2021-03-03,27.7,Moderate
Symptoms of Depressive Disorder,By State,Oregon,2021-03-03,31.3,High
Symptoms of Depressive Disorder,By State,Pennsylvania,2021-03-03,28.9,Moderate
Symptoms of Depressive Disorder,By State,Rhode Island,2021-03-03,24.1,Mild
Symptoms of Depressive Disorder,By State,South Carolina,2021-03-03,21.1,Mild
Symptoms of Depressive Disorder,By State,South Dakota,2021-03-03,15.9,Mild
Symptoms of Depressive Disorder,By State,Tennessee,2021-03-03,24.6,Mild
Symptoms of Depressive Disorder,By State,Texas,2021-03-03,25.1,Moderate
Symptoms of Depressive Disorder,By State,Utah,2021-03-03,24.0,Mild
Symptoms of Depressive Disorder,By State,Vermont,2021-03-03,20.1,Mild
Symptoms of Depressive Disorder,By State,Virginia,2021-03-03,25.1,Moderate
Symptoms of Depressive Disorder,By State,Washington,2021-03-03,26.6,Moderate
Symptoms of Depressive Disorder,By State,West Virginia,2021-03-03,31.1,High
Symptoms of Depressive Disorder,By State,Wisconsin,2021-03-03,22.2,Mild
Symptoms of Depressive Disorder,By State,Wyoming,2021-03-03,26.4,Moderate
Symptoms of Anxiety Disorder,By State,Alabama,2021-03-03,33.1,High
Symptoms of Anxiety Disorder,By State,Alaska,2021-03-03,32.2,High
Symptoms of Anxiety Disorder,By State,Arizona,2021-03-03,31.7,High
Symptoms of Anxiety Disorder,By State,Arkansas,2021-03-03,39.2,Extreme
Symptoms of Anxiety Disorder,By State,California,2021-03-03,33.0,High
Symptoms of Anxiety Disorder,By State,Colorado,2021-03-03,37.1,Extreme
Symptoms of Anxiety Disorder,By State,Connecticut,2021-03-03,27.9,Moderate
Symptoms of Anxiety Disorder,By State,Delaware,2021-03-03,28.4,Moderate
Symptoms of Anxiety Disorder,By State,District of Columbia,2021-03-03,35.3,Extreme
Symptoms of Anxiety Disorder,By State,Florida,2021-03-03,32.7,High
Symptoms of Anxiety Disorder,By State,Georgia,2021-03-03,27.1,Moderate
Symptoms of Anxiety Disorder,By State,Hawaii,2021-03-03,26.8,Moderate
Symptoms of Anxiety Disorder,By State,Idaho,2021-03-03,30.9,High
Symptoms of Anxiety Disorder,By State,Illinois,2021-03-03,30.0,High
Symptoms of Anxiety Disorder,By State,Indiana,2021-03-03,29.2,Moderate
Symptoms of Anxiety Disorder,By State,Iowa,2021-03-03,27.2,Moderate
Symptoms of Anxiety Disorder,By State,Kansas,2021-03-03,29.4,Moderate
Symptoms of Anxiety Disorder,By State,Kentucky,2021-03-03,33.4,High
Symptoms of Anxiety Disorder,By State,Louisiana,2021-03-03,35.7,Extreme
Symptoms of Anxiety Disorder,By State,Maine,2021-03-03,37.4,Extreme
Symptoms of Anxiety Disorder,By State,Maryland,2021-03-03,31.5,High
Symptoms of Anxiety Disorder,By State,Massachusetts,2021-03-03,29.5,Moderate
Symptoms of Anxiety Disorder,By State,Michigan,2021-03-03,31.9,High
Symptoms of Anxiety Disorder,By State,Minnesota,2021-03-03,26.8,Moderate
Symptoms of Anxiety Disorder,By State,Mississippi,2021-03-03,29.5,Moderate
Symptoms of Anxiety Disorder,By State,Missouri,2021-03-03,33.3,High
Symptoms of Anxiety Disorder,By State,Montana,2021-03-03,26.7,Moderate
Symptoms of Anxiety Disorder,By State,Nebraska,2021-03-03,27.2,Moderate
Symptoms of Anxiety Disorder,By State,Nevada,2021-03-03,29.5,Moderate
Symptoms of Anxiety Disorder,By State,New Hampshire,2021-03-03,31.6,High
Symptoms of Anxiety Disorder,By State,New Jersey,2021-03-03,31.5,High
Symptoms of Anxiety Disorder,By State,New Mexico,2021-03-03,35.0,High
Symptoms of Anxiety Disorder,By State,New York,2021-03-03,31.4,High
Symptoms of Anxiety Disorder,By State,North Carolina,2021-03-03,30.1,High
Symptoms of Anxiety Disorder,By State,North Dakota,2021-03-03,23.3,Mild
Symptoms of Anxiety Disorder,By State,Ohio,2021-03-03,33.7,High
Symptoms of Anxiety Disorder,By State,Oklahoma,2021-03-03,32.5,High
Symptoms of Anxiety Disorder,By State,Oregon,2021-03-03,36.2,Extreme
Symptoms of Anxiety Disorder,By State,Pennsylvania,2021-03-03,33.1,High
Symptoms of Anxiety Disorder,By State,Rhode Island,2021-03-03,34.4,High
Symptoms of Anxiety Disorder,By State,South Carolina,2021-03-03,26.2,Moderate
Symptoms of Anxiety Disorder,By State,South Dakota,2021-03-03,21.1,Mild
Symptoms of Anxiety Disorder,By State,Tennessee,2021-03-03,30.4,High
Symptoms of Anxiety Disorder,By State,Texas,2021-03-03,30.8,High
Symptoms of Anxiety Disorder,By State,Utah,2021-03-03,27.1,Moderate
Symptoms of Anxiety Disorder,By State,Vermont,2021-03-03,30.7,High
Symptoms of Anxiety Disorder,By State,Virginia,2021-03-03,28.6,Moderate
Symptoms of Anxiety Disorder,By State,Washington,2021-03-03,32.5,High
Symptoms of Anxiety Disorder,By State,West Virginia,2021-03-03,40.6,Extreme
Symptoms of Anxiety Disorder,By State,Wisconsin,2021-03-03,26.5,Moderate
Symptoms of Anxiety Disorder,By State,Wyoming,2021-03-03,31.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,2021-03-03,38.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,2021-03-03,35.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,2021-03-03,38.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,2021-03-03,47.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,2021-03-03,39.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,2021-03-03,42.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,2021-03-03,33.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,2021-03-03,32.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,2021-03-03,38.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,2021-03-03,38.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,2021-03-03,33.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,2021-03-03,30.6,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,2021-03-03,34.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,2021-03-03,35.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,2021-03-03,32.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,2021-03-03,33.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,2021-03-03,37.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,2021-03-03,39.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,2021-03-03,41.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,2021-03-03,41.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,2021-03-03,36.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,2021-03-03,34.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,2021-03-03,36.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,2021-03-03,32.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,2021-03-03,37.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,2021-03-03,37.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,2021-03-03,30.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,2021-03-03,31.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,2021-03-03,33.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,2021-03-03,35.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,2021-03-03,36.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,2021-03-03,39.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,2021-03-03,36.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,2021-03-03,35.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,2021-03-03,26.8,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,2021-03-03,41.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,2021-03-03,37.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,2021-03-03,42.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,2021-03-03,38.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,2021-03-03,39.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,2021-03-03,30.5,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,2021-03-03,25.9,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,2021-03-03,34.5,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,2021-03-03,35.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,2021-03-03,32.6,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,2021-03-03,35.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,2021-03-03,34.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,2021-03-03,37.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,2021-03-03,43.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,2021-03-03,31.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,2021-03-03,36.1,Extreme
Symptoms of Depressive Disorder,By State,Alabama,2021-03-17,24.8,Moderate
Symptoms of Depressive Disorder,By State,Alaska,2021-03-17,26.8,Moderate
Symptoms of Depressive Disorder,By State,Arizona,2021-03-17,25.8,Moderate
Symptoms of Depressive Disorder,By State,Arkansas,2021-03-17,28.4,Moderate
Symptoms of Depressive Disorder,By State,California,2021-03-17,27.3,Moderate
Symptoms of Depressive Disorder,By State,Colorado,2021-03-17,22.5,Mild
Symptoms of Depressive Disorder,By State,Connecticut,2021-03-17,20.9,Mild
Symptoms of Depressive Disorder,By State,Delaware,2021-03-17,17.2,Mild
Symptoms of Depressive Disorder,By State,District of Columbia,2021-03-17,25.2,Moderate
Symptoms of Depressive Disorder,By State,Florida,2021-03-17,24.5,Mild
Symptoms of Depressive Disorder,By State,Georgia,2021-03-17,25.1,Moderate
Symptoms of Depressive Disorder,By State,Hawaii,2021-03-17,21.1,Mild
Symptoms of Depressive Disorder,By State,Idaho,2021-03-17,23.1,Mild
Symptoms of Depressive Disorder,By State,Illinois,2021-03-17,25.5,Moderate
Symptoms of Depressive Disorder,By State,Indiana,2021-03-17,24.6,Mild
Symptoms of Depressive Disorder,By State,Iowa,2021-03-17,21.9,Mild
Symptoms of Depressive Disorder,By State,Kansas,2021-03-17,23.3,Mild
Symptoms of Depressive Disorder,By State,Kentucky,2021-03-17,23.4,Mild
Symptoms of Depressive Disorder,By State,Louisiana,2021-03-17,30.0,High
Symptoms of Depressive Disorder,By State,Maine,2021-03-17,23.8,Mild
Symptoms of Depressive Disorder,By State,Maryland,2021-03-17,22.4,Mild
Symptoms of Depressive Disorder,By State,Massachusetts,2021-03-17,21.1,Mild
Symptoms of Depressive Disorder,By State,Michigan,2021-03-17,25.0,Moderate
Symptoms of Depressive Disorder,By State,Minnesota,2021-03-17,18.2,Mild
Symptoms of Depressive Disorder,By State,Mississippi,2021-03-17,33.2,High
Symptoms of Depressive Disorder,By State,Missouri,2021-03-17,24.5,Mild
Symptoms of Depressive Disorder,By State,Montana,2021-03-17,22.6,Mild
Symptoms of Depressive Disorder,By State,Nebraska,2021-03-17,21.7,Mild
Symptoms of Depressive Disorder,By State,Nevada,2021-03-17,29.1,Moderate
Symptoms of Depressive Disorder,By State,New Hampshire,2021-03-17,23.3,Mild
Symptoms of Depressive Disorder,By State,New Jersey,2021-03-17,24.9,Moderate
Symptoms of Depressive Disorder,By State,New Mexico,2021-03-17,26.1,Moderate
Symptoms of Depressive Disorder,By State,New York,2021-03-17,25.4,Moderate
Symptoms of Depressive Disorder,By State,North Carolina,2021-03-17,22.8,Mild
Symptoms of Depressive Disorder,By State,North Dakota,2021-03-17,18.3,Mild
Symptoms of Depressive Disorder,By State,Ohio,2021-03-17,23.2,Mild
Symptoms of Depressive Disorder,By State,Oklahoma,2021-03-17,29.3,Moderate
Symptoms of Depressive Disorder,By State,Oregon,2021-03-17,23.5,Mild
Symptoms of Depressive Disorder,By State,Pennsylvania,2021-03-17,21.5,Mild
Symptoms of Depressive Disorder,By State,Rhode Island,2021-03-17,20.8,Mild
Symptoms of Depressive Disorder,By State,South Carolina,2021-03-17,24.9,Moderate
Symptoms of Depressive Disorder,By State,South Dakota,2021-03-17,17.5,Mild
Symptoms of Depressive Disorder,By State,Tennessee,2021-03-17,26.8,Moderate
Symptoms of Depressive Disorder,By State,Texas,2021-03-17,25.9,Moderate
Symptoms of Depressive Disorder,By State,Utah,2021-03-17,23.1,Mild
Symptoms of Depressive Disorder,By State,Vermont,2021-03-17,23.0,Mild
Symptoms of Depressive Disorder,By State,Virginia,2021-03-17,22.3,Mild
Symptoms of Depressive Disorder,By State,Washington,2021-03-17,23.3,Mild
Symptoms of Depressive Disorder,By State,West Virginia,2021-03-17,30.6,High
Symptoms of Depressive Disorder,By State,Wisconsin,2021-03-17,23.3,Mild
Symptoms of Depressive Disorder,By State,Wyoming,2021-03-17,24.2,Mild
Symptoms of Anxiety Disorder,By State,Alabama,2021-03-17,29.8,High
Symptoms of Anxiety Disorder,By State,Alaska,2021-03-17,30.4,High
Symptoms of Anxiety Disorder,By State,Arizona,2021-03-17,30.4,High
Symptoms of Anxiety Disorder,By State,Arkansas,2021-03-17,31.9,High
Symptoms of Anxiety Disorder,By State,California,2021-03-17,34.0,High
Symptoms of Anxiety Disorder,By State,Colorado,2021-03-17,30.3,High
Symptoms of Anxiety Disorder,By State,Connecticut,2021-03-17,28.2,Moderate
Symptoms of Anxiety Disorder,By State,Delaware,2021-03-17,26.1,Moderate
Symptoms of Anxiety Disorder,By State,District of Columbia,2021-03-17,31.9,High
Symptoms of Anxiety Disorder,By State,Florida,2021-03-17,28.8,Moderate
Symptoms of Anxiety Disorder,By State,Georgia,2021-03-17,34.0,High
Symptoms of Anxiety Disorder,By State,Hawaii,2021-03-17,23.1,Mild
Symptoms of Anxiety Disorder,By State,Idaho,2021-03-17,24.7,Mild
Symptoms of Anxiety Disorder,By State,Illinois,2021-03-17,31.1,High
Symptoms of Anxiety Disorder,By State,Indiana,2021-03-17,28.3,Moderate
Symptoms of Anxiety Disorder,By State,Iowa,2021-03-17,25.5,Moderate
Symptoms of Anxiety Disorder,By State,Kansas,2021-03-17,27.2,Moderate
Symptoms of Anxiety Disorder,By State,Kentucky,2021-03-17,27.9,Moderate
Symptoms of Anxiety Disorder,By State,Louisiana,2021-03-17,31.0,High
Symptoms of Anxiety Disorder,By State,Maine,2021-03-17,29.4,Moderate
Symptoms of Anxiety Disorder,By State,Maryland,2021-03-17,26.2,Moderate
Symptoms of Anxiety Disorder,By State,Massachusetts,2021-03-17,26.6,Moderate
Symptoms of Anxiety Disorder,By State,Michigan,2021-03-17,31.4,High
Symptoms of Anxiety Disorder,By State,Minnesota,2021-03-17,25.8,Moderate
Symptoms of Anxiety Disorder,By State,Mississippi,2021-03-17,37.0,Extreme
Symptoms of Anxiety Disorder,By State,Missouri,2021-03-17,28.6,Moderate
Symptoms of Anxiety Disorder,By State,Montana,2021-03-17,28.0,Moderate
Symptoms of Anxiety Disorder,By State,Nebraska,2021-03-17,26.5,Moderate
Symptoms of Anxiety Disorder,By State,Nevada,2021-03-17,35.4,Extreme
Symptoms of Anxiety Disorder,By State,New Hampshire,2021-03-17,28.0,Moderate
Symptoms of Anxiety Disorder,By State,New Jersey,2021-03-17,29.1,Moderate
Symptoms of Anxiety Disorder,By State,New Mexico,2021-03-17,33.3,High
Symptoms of Anxiety Disorder,By State,New York,2021-03-17,32.3,High
Symptoms of Anxiety Disorder,By State,North Carolina,2021-03-17,28.7,Moderate
Symptoms of Anxiety Disorder,By State,North Dakota,2021-03-17,24.5,Mild
Symptoms of Anxiety Disorder,By State,Ohio,2021-03-17,26.7,Moderate
Symptoms of Anxiety Disorder,By State,Oklahoma,2021-03-17,35.5,Extreme
Symptoms of Anxiety Disorder,By State,Oregon,2021-03-17,30.5,High
Symptoms of Anxiety Disorder,By State,Pennsylvania,2021-03-17,29.8,High
Symptoms of Anxiety Disorder,By State,Rhode Island,2021-03-17,33.2,High
Symptoms of Anxiety Disorder,By State,South Carolina,2021-03-17,27.7,Moderate
Symptoms of Anxiety Disorder,By State,South Dakota,2021-03-17,21.2,Mild
Symptoms of Anxiety Disorder,By State,Tennessee,2021-03-17,31.9,High
Symptoms of Anxiety Disorder,By State,Texas,2021-03-17,30.3,High
Symptoms of Anxiety Disorder,By State,Utah,2021-03-17,25.8,Moderate
Symptoms of Anxiety Disorder,By State,Vermont,2021-03-17,27.9,Moderate
Symptoms of Anxiety Disorder,By State,Virginia,2021-03-17,26.3,Moderate
Symptoms of Anxiety Disorder,By State,Washington,2021-03-17,29.7,Moderate
Symptoms of Anxiety Disorder,By State,West Virginia,2021-03-17,36.7,Extreme
Symptoms of Anxiety Disorder,By State,Wisconsin,2021-03-17,25.9,Moderate
Symptoms of Anxiety Disorder,By State,Wyoming,2021-03-17,30.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,2021-03-17,34.5,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,2021-03-17,37.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,2021-03-17,35.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,2021-03-17,37.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,2021-03-17,39.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,2021-03-17,34.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,2021-03-17,31.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,2021-03-17,30.6,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,2021-03-17,33.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,2021-03-17,34.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,2021-03-17,37.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,2021-03-17,28.4,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,2021-03-17,31.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,2021-03-17,36.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,2021-03-17,32.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,2021-03-17,30.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,2021-03-17,32.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,2021-03-17,33.5,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,2021-03-17,37.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,2021-03-17,34.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,2021-03-17,31.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,2021-03-17,30.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,2021-03-17,35.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,2021-03-17,30.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,2021-03-17,42.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,2021-03-17,34.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,2021-03-17,32.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,2021-03-17,32.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,2021-03-17,41.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,2021-03-17,32.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,2021-03-17,35.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,2021-03-17,38.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,2021-03-17,36.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,2021-03-17,32.5,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,2021-03-17,26.7,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,2021-03-17,33.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,2021-03-17,39.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,2021-03-17,35.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,2021-03-17,35.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,2021-03-17,36.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,2021-03-17,33.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,2021-03-17,24.9,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,2021-03-17,36.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,2021-03-17,35.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,2021-03-17,31.5,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,2021-03-17,32.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,2021-03-17,31.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,2021-03-17,35.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,2021-03-17,41.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,2021-03-17,32.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,2021-03-17,35.6,Extreme
Symptoms of Depressive Disorder,By State,Alabama,2021-04-14,24.3,Mild
Symptoms of Depressive Disorder,By State,Alaska,2021-04-14,23.4,Mild
Symptoms of Depressive Disorder,By State,Arizona,2021-04-14,25.6,Moderate
Symptoms of Depressive Disorder,By State,Arkansas,2021-04-14,26.3,Moderate
Symptoms of Depressive Disorder,By State,California,2021-04-14,27.2,Moderate
Symptoms of Depressive Disorder,By State,Colorado,2021-04-14,22.7,Mild
Symptoms of Depressive Disorder,By State,Connecticut,2021-04-14,19.6,Mild
Symptoms of Depressive Disorder,By State,Delaware,2021-04-14,17.6,Mild
Symptoms of Depressive Disorder,By State,District of Columbia,2021-04-14,25.6,Moderate
Symptoms of Depressive Disorder,By State,Florida,2021-04-14,25.8,Moderate
Symptoms of Depressive Disorder,By State,Georgia,2021-04-14,26.5,Moderate
Symptoms of Depressive Disorder,By State,Hawaii,2021-04-14,18.9,Mild
Symptoms of Depressive Disorder,By State,Idaho,2021-04-14,22.3,Mild
Symptoms of Depressive Disorder,By State,Illinois,2021-04-14,18.3,Mild
Symptoms of Depressive Disorder,By State,Indiana,2021-04-14,22.6,Mild
Symptoms of Depressive Disorder,By State,Iowa,2021-04-14,23.0,Mild
Symptoms of Depressive Disorder,By State,Kansas,2021-04-14,20.6,Mild
Symptoms of Depressive Disorder,By State,Kentucky,2021-04-14,28.2,Moderate
Symptoms of Depressive Disorder,By State,Louisiana,2021-04-14,26.7,Moderate
Symptoms of Depressive Disorder,By State,Maine,2021-04-14,13.4,Mild
Symptoms of Depressive Disorder,By State,Maryland,2021-04-14,21.2,Mild
Symptoms of Depressive Disorder,By State,Massachusetts,2021-04-14,20.0,Mild
Symptoms of Depressive Disorder,By State,Michigan,2021-04-14,22.9,Mild
Symptoms of Depressive Disorder,By State,Minnesota,2021-04-14,17.5,Mild
Symptoms of Depressive Disorder,By State,Mississippi,2021-04-14,22.3,Mild
Symptoms of Depressive Disorder,By State,Missouri,2021-04-14,21.1,Mild
Symptoms of Depressive Disorder,By State,Montana,2021-04-14,26.4,Moderate
Symptoms of Depressive Disorder,By State,Nebraska,2021-04-14,20.2,Mild
Symptoms of Depressive Disorder,By State,Nevada,2021-04-14,22.6,Mild
Symptoms of Depressive Disorder,By State,New Hampshire,2021-04-14,17.7,Mild
Symptoms of Depressive Disorder,By State,New Jersey,2021-04-14,22.3,Mild
Symptoms of Depressive Disorder,By State,New Mexico,2021-04-14,22.7,Mild
