Mental_indicator,Group_name,Subgroup,Time_Period,Percentage,Risk,year
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2020-09-02,47.3,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2020-09-02,41.8,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2020-09-02,38.2,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2020-09-02,35.0,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2020-09-02,29.3,Moderate,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2020-09-02,23.1,Mild,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2020-09-02,22.3,Mild,2020
Symptoms of Depressive Disorder,By Age,18 - 29 years,2020-09-16,35.7,Extreme,2020
Symptoms of Depressive Disorder,By Age,30 - 39 years,2020-09-16,28.5,Moderate,2020
Symptoms of Depressive Disorder,By Age,40 - 49 years,2020-09-16,25.1,Moderate,2020
Symptoms of Depressive Disorder,By Age,50 - 59 years,2020-09-16,23.6,Mild,2020
Symptoms of Depressive Disorder,By Age,60 - 69 years,2020-09-16,20.8,Mild,2020
Symptoms of Depressive Disorder,By Age,70 - 79 years,2020-09-16,15.5,Mild,2020
Symptoms of Depressive Disorder,By Age,80 years and above,2020-09-16,12.5,Mild,2020
Symptoms of Anxiety Disorder,By Age,18 - 29 years,2020-09-16,42.5,Extreme,2020
Symptoms of Anxiety Disorder,By Age,30 - 39 years,2020-09-16,39.2,Extreme,2020
Symptoms of Anxiety Disorder,By Age,40 - 49 years,2020-09-16,34.8,High,2020
Symptoms of Anxiety Disorder,By Age,50 - 59 years,2020-09-16,31.4,High,2020
Symptoms of Anxiety Disorder,By Age,60 - 69 years,2020-09-16,26.5,Moderate,2020
Symptoms of Anxiety Disorder,By Age,70 - 79 years,2020-09-16,19.2,Mild,2020
Symptoms of Anxiety Disorder,By Age,80 years and above,2020-09-16,15.3,Mild,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2020-09-16,49.9,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2020-09-16,43.0,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2020-09-16,39.0,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2020-09-16,35.6,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2020-09-16,30.7,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2020-09-16,23.5,Mild,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2020-09-16,19.1,Mild,2020
Symptoms of Depressive Disorder,By Age,18 - 29 years,2020-09-30,39.3,Extreme,2020
Symptoms of Depressive Disorder,By Age,30 - 39 years,2020-09-30,28.4,Moderate,2020
Symptoms of Depressive Disorder,By Age,40 - 49 years,2020-09-30,26.4,Moderate,2020
Symptoms of Depressive Disorder,By Age,50 - 59 years,2020-09-30,22.6,Mild,2020
Symptoms of Depressive Disorder,By Age,60 - 69 years,2020-09-30,19.6,Mild,2020
Symptoms of Depressive Disorder,By Age,70 - 79 years,2020-09-30,15.0,Mild,2020
Symptoms of Depressive Disorder,By Age,80 years and above,2020-09-30,10.8,Mild,2020
Symptoms of Anxiety Disorder,By Age,18 - 29 years,2020-09-30,44.7,Extreme,2020
Symptoms of Anxiety Disorder,By Age,30 - 39 years,2020-09-30,38.1,Extreme,2020
Symptoms of Anxiety Disorder,By Age,40 - 49 years,2020-09-30,35.3,Extreme,2020
Symptoms of Anxiety Disorder,By Age,50 - 59 years,2020-09-30,31.1,High,2020
Symptoms of Anxiety Disorder,By Age,60 - 69 years,2020-09-30,24.8,Moderate,2020
Symptoms of Anxiety Disorder,By Age,70 - 79 years,2020-09-30,18.0,Mild,2020
Symptoms of Anxiety Disorder,By Age,80 years and above,2020-09-30,15.0,Mild,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2020-09-30,52.8,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2020-09-30,43.2,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2020-09-30,39.9,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2020-09-30,34.8,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2020-09-30,29.5,Moderate,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2020-09-30,22.8,Mild,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2020-09-30,17.9,Mild,2020
Symptoms of Depressive Disorder,By Age,18 - 29 years,2020-10-14,39.0,Extreme,2020
Symptoms of Depressive Disorder,By Age,30 - 39 years,2020-10-14,30.3,High,2020
Symptoms of Depressive Disorder,By Age,40 - 49 years,2020-10-14,26.3,Moderate,2020
Symptoms of Depressive Disorder,By Age,50 - 59 years,2020-10-14,23.7,Mild,2020
Symptoms of Depressive Disorder,By Age,60 - 69 years,2020-10-14,20.4,Mild,2020
Symptoms of Depressive Disorder,By Age,70 - 79 years,2020-10-14,15.4,Mild,2020
Symptoms of Depressive Disorder,By Age,80 years and above,2020-10-14,13.3,Mild,2020
Symptoms of Anxiety Disorder,By Age,18 - 29 years,2020-10-14,44.0,Extreme,2020
Symptoms of Anxiety Disorder,By Age,30 - 39 years,2020-10-14,40.4,Extreme,2020
Symptoms of Anxiety Disorder,By Age,40 - 49 years,2020-10-14,35.1,High,2020
Symptoms of Anxiety Disorder,By Age,50 - 59 years,2020-10-14,30.4,High,2020
Symptoms of Anxiety Disorder,By Age,60 - 69 years,2020-10-14,26.5,Moderate,2020
Symptoms of Anxiety Disorder,By Age,70 - 79 years,2020-10-14,18.2,Mild,2020
Symptoms of Anxiety Disorder,By Age,80 years and above,2020-10-14,17.2,Mild,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2020-10-14,52.1,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2020-10-14,44.9,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2020-10-14,39.7,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2020-10-14,34.8,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2020-10-14,30.7,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2020-10-14,23.1,Mild,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2020-10-14,19.3,Mild,2020
Symptoms of Depressive Disorder,By Age,18 - 29 years,2020-10-28,43.4,Extreme,2020
Symptoms of Depressive Disorder,By Age,30 - 39 years,2020-10-28,33.5,High,2020
Symptoms of Depressive Disorder,By Age,40 - 49 years,2020-10-28,27.4,Moderate,2020
Symptoms of Depressive Disorder,By Age,50 - 59 years,2020-10-28,25.5,Moderate,2020
Symptoms of Depressive Disorder,By Age,60 - 69 years,2020-10-28,20.5,Mild,2020
Symptoms of Depressive Disorder,By Age,70 - 79 years,2020-10-28,16.4,Mild,2020
Symptoms of Depressive Disorder,By Age,80 years and above,2020-10-28,12.6,Mild,2020
Symptoms of Anxiety Disorder,By Age,18 - 29 years,2020-10-28,51.7,Extreme,2020
Symptoms of Anxiety Disorder,By Age,30 - 39 years,2020-10-28,43.1,Extreme,2020
Symptoms of Anxiety Disorder,By Age,40 - 49 years,2020-10-28,38.9,Extreme,2020
Symptoms of Anxiety Disorder,By Age,50 - 59 years,2020-10-28,34.1,High,2020
Symptoms of Anxiety Disorder,By Age,60 - 69 years,2020-10-28,28.7,Moderate,2020
Symptoms of Anxiety Disorder,By Age,70 - 79 years,2020-10-28,21.3,Mild,2020
Symptoms of Anxiety Disorder,By Age,80 years and above,2020-10-28,15.4,Mild,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2020-10-28,58.7,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2020-10-28,49.5,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2020-10-28,42.6,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2020-10-28,38.6,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2020-10-28,32.9,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2020-10-28,26.6,Moderate,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2020-10-28,18.4,Mild,2020
Symptoms of Depressive Disorder,By Age,18 - 29 years,2020-11-11,43.4,Extreme,2020
Symptoms of Depressive Disorder,By Age,30 - 39 years,2020-11-11,32.2,High,2020
Symptoms of Depressive Disorder,By Age,40 - 49 years,2020-11-11,29.9,High,2020
Symptoms of Depressive Disorder,By Age,50 - 59 years,2020-11-11,26.7,Moderate,2020
Symptoms of Depressive Disorder,By Age,60 - 69 years,2020-11-11,21.5,Mild,2020
Symptoms of Depressive Disorder,By Age,70 - 79 years,2020-11-11,17.2,Mild,2020
Symptoms of Depressive Disorder,By Age,80 years and above,2020-11-11,18.2,Mild,2020
Symptoms of Anxiety Disorder,By Age,18 - 29 years,2020-11-11,48.7,Extreme,2020
Symptoms of Anxiety Disorder,By Age,30 - 39 years,2020-11-11,43.3,Extreme,2020
Symptoms of Anxiety Disorder,By Age,40 - 49 years,2020-11-11,41.0,Extreme,2020
Symptoms of Anxiety Disorder,By Age,50 - 59 years,2020-11-11,35.3,Extreme,2020
Symptoms of Anxiety Disorder,By Age,60 - 69 years,2020-11-11,30.2,High,2020
Symptoms of Anxiety Disorder,By Age,70 - 79 years,2020-11-11,24.2,Mild,2020
Symptoms of Anxiety Disorder,By Age,80 years and above,2020-11-11,17.9,Mild,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2020-11-11,58.1,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2020-11-11,48.4,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2020-11-11,45.6,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2020-11-11,40.2,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2020-11-11,34.2,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2020-11-11,28.6,Moderate,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2020-11-11,24.1,Mild,2020
Symptoms of Depressive Disorder,By Age,18 - 29 years,2020-11-25,42.1,Extreme,2020
Symptoms of Depressive Disorder,By Age,30 - 39 years,2020-11-25,33.4,High,2020
Symptoms of Depressive Disorder,By Age,40 - 49 years,2020-11-25,30.5,High,2020
Symptoms of Depressive Disorder,By Age,50 - 59 years,2020-11-25,28.0,Moderate,2020
Symptoms of Depressive Disorder,By Age,60 - 69 years,2020-11-25,21.7,Mild,2020
Symptoms of Depressive Disorder,By Age,70 - 79 years,2020-11-25,17.2,Mild,2020
Symptoms of Depressive Disorder,By Age,80 years and above,2020-11-25,14.4,Mild,2020
Symptoms of Anxiety Disorder,By Age,18 - 29 years,2020-11-25,49.0,Extreme,2020
Symptoms of Anxiety Disorder,By Age,30 - 39 years,2020-11-25,42.6,Extreme,2020
Symptoms of Anxiety Disorder,By Age,40 - 49 years,2020-11-25,40.7,Extreme,2020
Symptoms of Anxiety Disorder,By Age,50 - 59 years,2020-11-25,35.1,High,2020
Symptoms of Anxiety Disorder,By Age,60 - 69 years,2020-11-25,27.3,Moderate,2020
Symptoms of Anxiety Disorder,By Age,70 - 79 years,2020-11-25,21.2,Mild,2020
Symptoms of Anxiety Disorder,By Age,80 years and above,2020-11-25,16.1,Mild,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2020-11-25,56.5,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2020-11-25,47.6,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2020-11-25,45.3,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2020-11-25,40.0,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2020-11-25,32.3,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2020-11-25,26.4,Moderate,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2020-11-25,19.4,Mild,2020
Symptoms of Depressive Disorder,By Age,18 - 29 years,2020-12-09,43.6,Extreme,2020
Symptoms of Depressive Disorder,By Age,30 - 39 years,2020-12-09,34.9,High,2020
Symptoms of Depressive Disorder,By Age,40 - 49 years,2020-12-09,31.5,High,2020
Symptoms of Depressive Disorder,By Age,50 - 59 years,2020-12-09,28.9,Moderate,2020
Symptoms of Depressive Disorder,By Age,60 - 69 years,2020-12-09,22.5,Mild,2020
Symptoms of Depressive Disorder,By Age,70 - 79 years,2020-12-09,18.4,Mild,2020
Symptoms of Depressive Disorder,By Age,80 years and above,2020-12-09,21.7,Mild,2020
Symptoms of Anxiety Disorder,By Age,18 - 29 years,2020-12-09,48.1,Extreme,2020
Symptoms of Anxiety Disorder,By Age,30 - 39 years,2020-12-09,44.3,Extreme,2020
Symptoms of Anxiety Disorder,By Age,40 - 49 years,2020-12-09,40.0,Extreme,2020
Symptoms of Anxiety Disorder,By Age,50 - 59 years,2020-12-09,36.2,Extreme,2020
Symptoms of Anxiety Disorder,By Age,60 - 69 years,2020-12-09,28.6,Moderate,2020
Symptoms of Anxiety Disorder,By Age,70 - 79 years,2020-12-09,21.5,Mild,2020
Symptoms of Anxiety Disorder,By Age,80 years and above,2020-12-09,22.5,Mild,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2020-12-09,56.2,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2020-12-09,49.1,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2020-12-09,45.1,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2020-12-09,41.1,Extreme,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2020-12-09,33.6,High,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2020-12-09,27.1,Moderate,2020
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2020-12-09,28.3,Moderate,2020
Symptoms of Depressive Disorder,By Age,18 - 29 years,2021-01-06,41.1,Extreme,2021
Symptoms of Depressive Disorder,By Age,30 - 39 years,2021-01-06,31.9,High,2021
Symptoms of Depressive Disorder,By Age,40 - 49 years,2021-01-06,29.1,Moderate,2021
Symptoms of Depressive Disorder,By Age,50 - 59 years,2021-01-06,27.1,Moderate,2021
Symptoms of Depressive Disorder,By Age,60 - 69 years,2021-01-06,22.3,Mild,2021
Symptoms of Depressive Disorder,By Age,70 - 79 years,2021-01-06,18.7,Mild,2021
Symptoms of Depressive Disorder,By Age,80 years and above,2021-01-06,18.4,Mild,2021
Symptoms of Anxiety Disorder,By Age,18 - 29 years,2021-01-06,46.3,Extreme,2021
Symptoms of Anxiety Disorder,By Age,30 - 39 years,2021-01-06,40.0,Extreme,2021
Symptoms of Anxiety Disorder,By Age,40 - 49 years,2021-01-06,40.0,Extreme,2021
Symptoms of Anxiety Disorder,By Age,50 - 59 years,2021-01-06,36.0,Extreme,2021
Symptoms of Anxiety Disorder,By Age,60 - 69 years,2021-01-06,29.6,Moderate,2021
Symptoms of Anxiety Disorder,By Age,70 - 79 years,2021-01-06,22.3,Mild,2021
Symptoms of Anxiety Disorder,By Age,80 years and above,2021-01-06,20.3,Mild,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2021-01-06,53.5,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2021-01-06,45.8,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2021-01-06,43.9,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2021-01-06,40.6,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2021-01-06,34.1,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2021-01-06,27.9,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2021-01-06,27.3,Moderate,2021
Symptoms of Depressive Disorder,By Age,18 - 29 years,2021-01-20,43.4,Extreme,2021
Symptoms of Depressive Disorder,By Age,30 - 39 years,2021-01-20,31.6,High,2021
Symptoms of Depressive Disorder,By Age,40 - 49 years,2021-01-20,27.1,Moderate,2021
Symptoms of Depressive Disorder,By Age,50 - 59 years,2021-01-20,28.0,Moderate,2021
Symptoms of Depressive Disorder,By Age,60 - 69 years,2021-01-20,22.4,Mild,2021
Symptoms of Depressive Disorder,By Age,70 - 79 years,2021-01-20,17.7,Mild,2021
Symptoms of Depressive Disorder,By Age,80 years and above,2021-01-20,15.3,Mild,2021
Symptoms of Anxiety Disorder,By Age,18 - 29 years,2021-01-20,48.5,Extreme,2021
Symptoms of Anxiety Disorder,By Age,30 - 39 years,2021-01-20,42.2,Extreme,2021
Symptoms of Anxiety Disorder,By Age,40 - 49 years,2021-01-20,36.5,Extreme,2021
Symptoms of Anxiety Disorder,By Age,50 - 59 years,2021-01-20,36.3,Extreme,2021
Symptoms of Anxiety Disorder,By Age,60 - 69 years,2021-01-20,29.5,Moderate,2021
Symptoms of Anxiety Disorder,By Age,70 - 79 years,2021-01-20,22.5,Mild,2021
Symptoms of Anxiety Disorder,By Age,80 years and above,2021-01-20,17.5,Mild,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2021-01-20,56.9,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2021-01-20,47.2,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2021-01-20,41.7,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2021-01-20,41.3,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2021-01-20,34.2,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2021-01-20,26.8,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2021-01-20,22.6,Mild,2021
Symptoms of Depressive Disorder,By Age,18 - 29 years,2021-02-03,43.9,Extreme,2021
Symptoms of Depressive Disorder,By Age,30 - 39 years,2021-02-03,31.2,High,2021
Symptoms of Depressive Disorder,By Age,40 - 49 years,2021-02-03,28.1,Moderate,2021
Symptoms of Depressive Disorder,By Age,50 - 59 years,2021-02-03,26.0,Moderate,2021
Symptoms of Depressive Disorder,By Age,60 - 69 years,2021-02-03,23.0,Mild,2021
Symptoms of Depressive Disorder,By Age,70 - 79 years,2021-02-03,16.2,Mild,2021
Symptoms of Depressive Disorder,By Age,80 years and above,2021-02-03,16.0,Mild,2021
Symptoms of Anxiety Disorder,By Age,18 - 29 years,2021-02-03,47.5,Extreme,2021
Symptoms of Anxiety Disorder,By Age,30 - 39 years,2021-02-03,39.6,Extreme,2021
Symptoms of Anxiety Disorder,By Age,40 - 49 years,2021-02-03,35.6,Extreme,2021
Symptoms of Anxiety Disorder,By Age,50 - 59 years,2021-02-03,31.6,High,2021
Symptoms of Anxiety Disorder,By Age,60 - 69 years,2021-02-03,27.7,Moderate,2021
Symptoms of Anxiety Disorder,By Age,70 - 79 years,2021-02-03,19.3,Mild,2021
Symptoms of Anxiety Disorder,By Age,80 years and above,2021-02-03,19.0,Mild,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2021-02-03,56.3,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2021-02-03,44.3,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2021-02-03,40.7,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2021-02-03,36.9,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2021-02-03,32.6,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2021-02-03,24.7,Mild,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2021-02-03,23.3,Mild,2021
Symptoms of Depressive Disorder,By Age,18 - 29 years,2021-02-17,43.2,Extreme,2021
Symptoms of Depressive Disorder,By Age,30 - 39 years,2021-02-17,31.7,High,2021
Symptoms of Depressive Disorder,By Age,40 - 49 years,2021-02-17,27.1,Moderate,2021
Symptoms of Depressive Disorder,By Age,50 - 59 years,2021-02-17,27.1,Moderate,2021
Symptoms of Depressive Disorder,By Age,60 - 69 years,2021-02-17,21.1,Mild,2021
Symptoms of Depressive Disorder,By Age,70 - 79 years,2021-02-17,16.9,Mild,2021
Symptoms of Depressive Disorder,By Age,80 years and above,2021-02-17,14.9,Mild,2021
Symptoms of Anxiety Disorder,By Age,18 - 29 years,2021-02-17,47.4,Extreme,2021
Symptoms of Anxiety Disorder,By Age,30 - 39 years,2021-02-17,38.9,Extreme,2021
Symptoms of Anxiety Disorder,By Age,40 - 49 years,2021-02-17,35.6,Extreme,2021
Symptoms of Anxiety Disorder,By Age,50 - 59 years,2021-02-17,32.3,High,2021
Symptoms of Anxiety Disorder,By Age,60 - 69 years,2021-02-17,25.8,Moderate,2021
Symptoms of Anxiety Disorder,By Age,70 - 79 years,2021-02-17,19.6,Mild,2021
Symptoms of Anxiety Disorder,By Age,80 years and above,2021-02-17,18.1,Mild,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2021-02-17,56.1,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2021-02-17,45.0,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2021-02-17,39.8,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2021-02-17,37.2,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2021-02-17,30.4,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2021-02-17,24.3,Mild,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2021-02-17,22.4,Mild,2021
Symptoms of Depressive Disorder,By Age,18 - 29 years,2021-03-03,41.2,Extreme,2021
Symptoms of Depressive Disorder,By Age,30 - 39 years,2021-03-03,30.7,High,2021
Symptoms of Depressive Disorder,By Age,40 - 49 years,2021-03-03,26.5,Moderate,2021
Symptoms of Depressive Disorder,By Age,50 - 59 years,2021-03-03,23.7,Mild,2021
Symptoms of Depressive Disorder,By Age,60 - 69 years,2021-03-03,19.3,Mild,2021
Symptoms of Depressive Disorder,By Age,70 - 79 years,2021-03-03,15.4,Mild,2021
Symptoms of Depressive Disorder,By Age,80 years and above,2021-03-03,18.0,Mild,2021
Symptoms of Anxiety Disorder,By Age,18 - 29 years,2021-03-03,43.7,Extreme,2021
Symptoms of Anxiety Disorder,By Age,30 - 39 years,2021-03-03,38.4,Extreme,2021
Symptoms of Anxiety Disorder,By Age,40 - 49 years,2021-03-03,33.2,High,2021
Symptoms of Anxiety Disorder,By Age,50 - 59 years,2021-03-03,30.5,High,2021
Symptoms of Anxiety Disorder,By Age,60 - 69 years,2021-03-03,23.2,Mild,2021
Symptoms of Anxiety Disorder,By Age,70 - 79 years,2021-03-03,17.2,Mild,2021
Symptoms of Anxiety Disorder,By Age,80 years and above,2021-03-03,19.7,Mild,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2021-03-03,53.1,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2021-03-03,44.1,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2021-03-03,37.8,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2021-03-03,34.7,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2021-03-03,28.0,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2021-03-03,21.7,Mild,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2021-03-03,23.5,Mild,2021
Symptoms of Depressive Disorder,By Age,18 - 29 years,2021-03-17,38.4,Extreme,2021
Symptoms of Depressive Disorder,By Age,30 - 39 years,2021-03-17,29.0,Moderate,2021
Symptoms of Depressive Disorder,By Age,40 - 49 years,2021-03-17,25.6,Moderate,2021
Symptoms of Depressive Disorder,By Age,50 - 59 years,2021-03-17,22.1,Mild,2021
Symptoms of Depressive Disorder,By Age,60 - 69 years,2021-03-17,18.4,Mild,2021
Symptoms of Depressive Disorder,By Age,70 - 79 years,2021-03-17,13.8,Mild,2021
Symptoms of Depressive Disorder,By Age,80 years and above,2021-03-17,17.2,Mild,2021
Symptoms of Anxiety Disorder,By Age,18 - 29 years,2021-03-17,42.7,Extreme,2021
Symptoms of Anxiety Disorder,By Age,30 - 39 years,2021-03-17,36.8,Extreme,2021
Symptoms of Anxiety Disorder,By Age,40 - 49 years,2021-03-17,33.6,High,2021
Symptoms of Anxiety Disorder,By Age,50 - 59 years,2021-03-17,27.3,Moderate,2021
Symptoms of Anxiety Disorder,By Age,60 - 69 years,2021-03-17,22.6,Mild,2021
Symptoms of Anxiety Disorder,By Age,70 - 79 years,2021-03-17,16.3,Mild,2021
Symptoms of Anxiety Disorder,By Age,80 years and above,2021-03-17,17.9,Mild,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2021-03-17,50.7,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2021-03-17,41.6,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2021-03-17,37.9,Extreme,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2021-03-17,31.6,High,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2021-03-17,27.0,Moderate,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2021-03-17,20.9,Mild,2021
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2021-03-17,22.5,Mild,2021
Symptoms of Depressive Disorder,By Age,18 - 29 years,2021-04-14,41.7,Extreme,2021
Symptoms of Depressive Disorder,By Age,30 - 39 years,2021-04-14,26.7,Moderate,2021
Symptoms of Depressive Disorder,By Age,40 - 49 years,2021-04-14,23.5,Mild,2021
Symptoms of Depressive Disorder,By Age,50 - 59 years,2021-04-14,19.9,Mild,2021
Symptoms of Depressive Disorder,By Age,60 - 69 years,2021-04-14,16.2,Mild,2021
Symptoms of Depressive Disorder,By Age,70 - 79 years,2021-04-14,11.9,Mild,2021
