,Indicator,Group,State,Subgroup,Time Period Start Date,Value,year
1983,Symptoms of Anxiety Disorder,By State,California,California,2020-07-02,mild,2020
1984,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,2020-07-02,mild,2020
1985,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,2020-07-02,mild,2020
1986,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,2020-07-02,mild,2020
1987,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,2020-07-02,mild,2020
1988,Symptoms of Anxiety Disorder,By State,Florida,Florida,2020-07-02,mild,2020
1989,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,2020-07-02,mild,2020
1990,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,2020-07-02,mild,2020
1991,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,2020-07-02,mild,2020
1992,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,2020-07-02,mild,2020
1993,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,2020-07-02,mild,2020
1994,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,2020-07-02,mild,2020
1995,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,2020-07-02,mild,2020
1996,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,2020-07-02,mild,2020
1997,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,2020-07-02,mild,2020
1998,Symptoms of Anxiety Disorder,By State,Maine,Maine,2020-07-02,mild,2020
1999,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,2020-07-02,mild,2020
2000,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,2020-07-02,mild,2020
2001,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,2020-07-02,mild,2020
2002,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,2020-07-02,mild,2020
2003,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,2020-07-02,mild,2020
2004,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,2020-07-02,mild,2020
2005,Symptoms of Anxiety Disorder,By State,Montana,Montana,2020-07-02,mild,2020
2006,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,2020-07-02,mild,2020
2007,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,2020-07-02,mild,2020
2008,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,2020-07-02,mild,2020
2009,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,2020-07-02,mild,2020
2010,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,2020-07-02,mild,2020
2011,Symptoms of Anxiety Disorder,By State,New York,New York,2020-07-02,mild,2020
2012,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,2020-07-02,mild,2020
2013,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,2020-07-02,mild,2020
2014,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,2020-07-02,mild,2020
2015,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,2020-07-02,mild,2020
2016,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,2020-07-02,mild,2020
2017,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2020-07-02,mild,2020
2018,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,2020-07-02,mild,2020
2019,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,2020-07-02,mild,2020
2020,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,2020-07-02,mild,2020
2021,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,2020-07-02,mild,2020
2022,Symptoms of Anxiety Disorder,By State,Texas,Texas,2020-07-02,mild,2020
2023,Symptoms of Anxiety Disorder,By State,Utah,Utah,2020-07-02,mild,2020
2024,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,2020-07-02,mild,2020
2025,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,2020-07-02,mild,2020
2026,Symptoms of Anxiety Disorder,By State,Washington,Washington,2020-07-02,mild,2020
2027,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,2020-07-02,mild,2020
2028,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,2020-07-02,mild,2020
2029,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,2020-07-02,mild,2020
2030,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2020-07-02,mild,2020
2031,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,2020-07-02,mild,2020
2032,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,2020-07-02,mild,2020
2033,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,2020-07-02,mild,2020
2034,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,2020-07-02,mild,2020
2035,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,2020-07-02,mild,2020
2036,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,2020-07-02,mild,2020
2037,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,2020-07-02,mild,2020
2038,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,2020-07-02,mild,2020
2039,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,2020-07-02,mild,2020
2040,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-07-02,mild,2020
2041,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-07-02,mild,2020
2042,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-07-02,mild,2020
2043,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-07-02,mild,2020
2044,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-07-02,mild,2020
2045,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2020-07-02,mild,2020
2046,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2020-07-02,mild,2020
2047,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2020-07-02,mild,2020
2048,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2020-07-02,mild,2020
2049,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,2020-07-02,mild,2020
2050,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,2020-07-02,mild,2020
2051,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2020-07-02,mild,2020
2052,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2020-07-02,mild,2020
2053,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,2020-07-02,mild,2020
2054,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,2020-07-02,mild,2020
2055,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,2020-07-02,mild,2020
2056,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,2020-07-02,mild,2020
2057,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,2020-07-02,mild,2020
2058,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,2020-07-02,mild,2020
2059,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,2020-07-02,mild,2020
2060,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,2020-07-02,mild,2020
2061,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,2020-07-02,mild,2020
2062,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,2020-07-02,mild,2020
2063,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,2020-07-02,mild,2020
2064,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,2020-07-02,mild,2020
2065,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,2020-07-02,mild,2020
2066,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,2020-07-02,mild,2020
2067,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,2020-07-02,mild,2020
2068,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,2020-07-02,mild,2020
2069,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,2020-07-02,mild,2020
2070,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,2020-07-02,mild,2020
2071,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,2020-07-02,mild,2020
2072,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,2020-07-02,mild,2020
2073,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,2020-07-02,mild,2020
2074,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,2020-07-02,mild,2020
2075,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,2020-07-02,mild,2020
2076,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,2020-07-02,mild,2020
2077,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,2020-07-02,mild,2020
2078,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,2020-07-02,mild,2020
2079,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,2020-07-02,mild,2020
2080,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,2020-07-02,mild,2020
2081,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,2020-07-02,mild,2020
2082,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,2020-07-02,mild,2020
2083,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,2020-07-02,mild,2020
2084,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,2020-07-02,mild,2020
2085,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,2020-07-02,mild,2020
2086,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,2020-07-02,mild,2020
2087,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,2020-07-02,mild,2020
2088,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,2020-07-02,mild,2020
2089,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,2020-07-02,mild,2020
2090,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,2020-07-02,mild,2020
2091,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,2020-07-02,mild,2020
2092,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,2020-07-02,mild,2020
2093,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,2020-07-02,mild,2020
2094,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,2020-07-02,mild,2020
2095,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,2020-07-02,mild,2020
2096,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,2020-07-02,mild,2020
2097,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,2020-07-02,mild,2020
2098,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,2020-07-02,mild,2020
2099,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,2020-07-02,mild,2020
2100,Symptoms of Depressive Disorder,National Estimate,United States,United States,2020-07-09,mild,2020
2101,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,2020-07-09,mild,2020
2102,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,2020-07-09,mild,2020
2103,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,2020-07-09,mild,2020
2104,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,2020-07-09,mild,2020
2105,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,2020-07-09,mild,2020
2106,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,2020-07-09,mild,2020
2107,Symptoms of Depressive Disorder,By Age,United States,80 years and above,2020-07-09,mild,2020
2108,Symptoms of Depressive Disorder,By Sex,United States,Male,2020-07-09,mild,2020
2109,Symptoms of Depressive Disorder,By Sex,United States,Female,2020-07-09,mild,2020
2110,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-07-09,mild,2020
2111,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-07-09,mild,2020
2112,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-07-09,mild,2020
2113,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-07-09,mild,2020
2114,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-07-09,mild,2020
2115,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2020-07-09,mild,2020
2116,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2020-07-09,mild,2020
2117,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2020-07-09,mild,2020
2118,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,2020-07-09,mild,2020
2119,Symptoms of Depressive Disorder,By State,Alabama,Alabama,2020-07-09,mild,2020
2120,Symptoms of Depressive Disorder,By State,Alaska,Alaska,2020-07-09,mild,2020
2121,Symptoms of Depressive Disorder,By State,Arizona,Arizona,2020-07-09,mild,2020
2122,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,2020-07-09,mild,2020
2123,Symptoms of Depressive Disorder,By State,California,California,2020-07-09,mild,2020
2124,Symptoms of Depressive Disorder,By State,Colorado,Colorado,2020-07-09,mild,2020
2125,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,2020-07-09,mild,2020
2126,Symptoms of Depressive Disorder,By State,Delaware,Delaware,2020-07-09,mild,2020
2127,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,2020-07-09,mild,2020
2128,Symptoms of Depressive Disorder,By State,Florida,Florida,2020-07-09,mild,2020
2129,Symptoms of Depressive Disorder,By State,Georgia,Georgia,2020-07-09,mild,2020
2130,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,2020-07-09,mild,2020
2131,Symptoms of Depressive Disorder,By State,Idaho,Idaho,2020-07-09,mild,2020
2132,Symptoms of Depressive Disorder,By State,Illinois,Illinois,2020-07-09,mild,2020
2133,Symptoms of Depressive Disorder,By State,Indiana,Indiana,2020-07-09,mild,2020
2134,Symptoms of Depressive Disorder,By State,Iowa,Iowa,2020-07-09,mild,2020
2135,Symptoms of Depressive Disorder,By State,Kansas,Kansas,2020-07-09,mild,2020
2136,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,2020-07-09,mild,2020
2137,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,2020-07-09,mild,2020
2138,Symptoms of Depressive Disorder,By State,Maine,Maine,2020-07-09,mild,2020
2139,Symptoms of Depressive Disorder,By State,Maryland,Maryland,2020-07-09,mild,2020
2140,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,2020-07-09,mild,2020
2141,Symptoms of Depressive Disorder,By State,Michigan,Michigan,2020-07-09,mild,2020
2142,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,2020-07-09,mild,2020
2143,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,2020-07-09,mild,2020
2144,Symptoms of Depressive Disorder,By State,Missouri,Missouri,2020-07-09,mild,2020
2145,Symptoms of Depressive Disorder,By State,Montana,Montana,2020-07-09,mild,2020
2146,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,2020-07-09,mild,2020
2147,Symptoms of Depressive Disorder,By State,Nevada,Nevada,2020-07-09,mild,2020
2148,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,2020-07-09,mild,2020
2149,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,2020-07-09,mild,2020
2150,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,2020-07-09,mild,2020
2151,Symptoms of Depressive Disorder,By State,New York,New York,2020-07-09,mild,2020
2152,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,2020-07-09,mild,2020
2153,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,2020-07-09,mild,2020
2154,Symptoms of Depressive Disorder,By State,Ohio,Ohio,2020-07-09,mild,2020
2155,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,2020-07-09,mild,2020
2156,Symptoms of Depressive Disorder,By State,Oregon,Oregon,2020-07-09,mild,2020
2157,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,2020-07-09,mild,2020
2158,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,2020-07-09,mild,2020
2159,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,2020-07-09,mild,2020
2160,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,2020-07-09,mild,2020
2161,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,2020-07-09,mild,2020
2162,Symptoms of Depressive Disorder,By State,Texas,Texas,2020-07-09,mild,2020
2163,Symptoms of Depressive Disorder,By State,Utah,Utah,2020-07-09,mild,2020
2164,Symptoms of Depressive Disorder,By State,Vermont,Vermont,2020-07-09,mild,2020
2165,Symptoms of Depressive Disorder,By State,Virginia,Virginia,2020-07-09,mild,2020
2166,Symptoms of Depressive Disorder,By State,Washington,Washington,2020-07-09,mild,2020
2167,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,2020-07-09,mild,2020
2168,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,2020-07-09,mild,2020
2169,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,2020-07-09,mild,2020
2170,Symptoms of Anxiety Disorder,National Estimate,United States,United States,2020-07-09,mild,2020
2171,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,2020-07-09,mild,2020
2172,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,2020-07-09,mild,2020
2173,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,2020-07-09,mild,2020
2174,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,2020-07-09,mild,2020
2175,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,2020-07-09,mild,2020
2176,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,2020-07-09,mild,2020
2177,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,2020-07-09,mild,2020
2178,Symptoms of Anxiety Disorder,By Sex,United States,Male,2020-07-09,mild,2020
2179,Symptoms of Anxiety Disorder,By Sex,United States,Female,2020-07-09,mild,2020
2180,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-07-09,mild,2020
2181,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-07-09,mild,2020
2182,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-07-09,mild,2020
2183,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-07-09,mild,2020
2184,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-07-09,mild,2020
2185,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,2020-07-09,mild,2020
2186,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,2020-07-09,mild,2020
2187,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,2020-07-09,mild,2020
2188,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2020-07-09,mild,2020
2189,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,2020-07-09,mild,2020
2190,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,2020-07-09,mild,2020
2191,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,2020-07-09,mild,2020
2192,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,2020-07-09,mild,2020
2193,Symptoms of Anxiety Disorder,By State,California,California,2020-07-09,mild,2020
2194,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,2020-07-09,mild,2020
2195,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,2020-07-09,mild,2020
2196,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,2020-07-09,mild,2020
2197,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,2020-07-09,mild,2020
2198,Symptoms of Anxiety Disorder,By State,Florida,Florida,2020-07-09,mild,2020
2199,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,2020-07-09,mild,2020
2200,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,2020-07-09,mild,2020
2201,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,2020-07-09,mild,2020
2202,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,2020-07-09,mild,2020
2203,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,2020-07-09,mild,2020
2204,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,2020-07-09,mild,2020
2205,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,2020-07-09,mild,2020
2206,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,2020-07-09,mild,2020
2207,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,2020-07-09,mild,2020
2208,Symptoms of Anxiety Disorder,By State,Maine,Maine,2020-07-09,mild,2020
2209,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,2020-07-09,mild,2020
2210,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,2020-07-09,mild,2020
2211,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,2020-07-09,mild,2020
2212,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,2020-07-09,mild,2020
2213,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,2020-07-09,mild,2020
2214,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,2020-07-09,mild,2020
2215,Symptoms of Anxiety Disorder,By State,Montana,Montana,2020-07-09,mild,2020
2216,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,2020-07-09,mild,2020
2217,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,2020-07-09,mild,2020
2218,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,2020-07-09,mild,2020
2219,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,2020-07-09,mild,2020
2220,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,2020-07-09,mild,2020
2221,Symptoms of Anxiety Disorder,By State,New York,New York,2020-07-09,mild,2020
2222,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,2020-07-09,mild,2020
2223,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,2020-07-09,mild,2020
2224,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,2020-07-09,mild,2020
2225,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,2020-07-09,mild,2020
2226,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,2020-07-09,mild,2020
2227,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2020-07-09,mild,2020
2228,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,2020-07-09,mild,2020
2229,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,2020-07-09,mild,2020
2230,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,2020-07-09,mild,2020
2231,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,2020-07-09,mild,2020
2232,Symptoms of Anxiety Disorder,By State,Texas,Texas,2020-07-09,mild,2020
2233,Symptoms of Anxiety Disorder,By State,Utah,Utah,2020-07-09,mild,2020
2234,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,2020-07-09,mild,2020
2235,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,2020-07-09,mild,2020
2236,Symptoms of Anxiety Disorder,By State,Washington,Washington,2020-07-09,mild,2020
2237,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,2020-07-09,mild,2020
2238,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,2020-07-09,mild,2020
2239,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,2020-07-09,mild,2020
2240,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2020-07-09,mild,2020
2241,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,2020-07-09,mild,2020
2242,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,2020-07-09,mild,2020
2243,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,2020-07-09,mild,2020
2244,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,2020-07-09,mild,2020
2245,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,2020-07-09,mild,2020
2246,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,2020-07-09,mild,2020
2247,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,2020-07-09,mild,2020
2248,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,2020-07-09,mild,2020
2249,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,2020-07-09,mild,2020
2250,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-07-09,mild,2020
2251,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-07-09,mild,2020
2252,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-07-09,mild,2020
2253,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-07-09,mild,2020
2254,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-07-09,mild,2020
2255,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2020-07-09,mild,2020
2256,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2020-07-09,mild,2020
2257,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2020-07-09,mild,2020
2258,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2020-07-09,mild,2020
2259,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,2020-07-09,mild,2020
2260,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,2020-07-09,mild,2020
